t[s],p1_cmd[MPa],p2_cmd[MPa],p1_meas[MPa],p2_meas[MPa],p_sum_cmd[MPa],p_diff_cmd[MPa],p_sum_meas[MPa],p_diff_meas[MPa],dp_sum_dt[MPa/s],dp_diff_dt[MPa/s],theta[rad],theta[deg],z[m],dz[m],dp1_cmd_dt[MPa/s],dp2_cmd_dt[MPa/s]
2.03903484,0.25999999,0.25999999,0.25117299,0.25007328,0.51999998,0.0,0.50124627,0.00109971,0.0,0.0,0.10998425,6.30163324,0.88316631,-0.00321072,0.0,0.0
2.04418731,0.25999999,0.25999999,0.25007328,0.25007328,0.51999998,0.0,0.50014657,0.0,0.0,0.0,0.10998425,6.30163324,0.88316631,-0.00321072,0.0,0.0
2.04904294,0.25999999,0.25999999,0.25007328,0.25007328,0.51999998,0.0,0.50014657,0.0,0.0,0.0,0.10998425,6.30163324,0.8830384,-0.00333863,0.0,0.0
2.05400562,0.25999999,0.25999999,0.25007328,0.25007328,0.51999998,0.0,0.50014657,0.0,0.0,0.0,0.10884954,6.23661909,0.8830384,-0.00333863,0.0,0.0
2.05926156,0.25999999,0.25999999,0.25007328,0.25007328,0.51999998,0.0,0.50014657,0.0,0.0,0.0,0.10884954,6.23661909,0.88304377,-0.00333327,0.0,0.0
2.06412601,0.25999999,0.25999999,0.2522727,0.25007328,0.51999998,0.0,0.50234598,0.00219941,0.0,0.0,0.10884954,6.23661909,0.88304377,-0.00333327,0.0,0.0
2.06923318,0.25999999,0.25999999,0.2522727,0.25007328,0.51999998,0.0,0.50234598,0.00219941,0.0,0.0,0.10884954,6.23661909,0.88325959,-0.00311744,0.0,0.0
2.07413936,0.25999999,0.25999999,0.2522727,0.25007328,0.51999998,0.0,0.50234598,0.00219941,0.0,0.0,0.10794177,6.18460777,0.88325959,-0.00311744,0.0,0.0
2.07904673,0.25999999,0.25999999,0.2522727,0.25007328,0.51999998,0.0,0.50234598,0.00219941,0.0,0.0,0.10794177,6.18460777,0.88308108,-0.00329596,0.0,0.0
2.08416748,0.25999999,0.25999999,0.2522727,0.25007328,0.51999998,0.0,0.50234598,0.00219941,0.0,0.0,0.10794177,6.18460777,0.88308108,-0.00329596,0.0,0.0
2.08926821,0.25999999,0.25999999,0.2522727,0.25007328,0.51999998,0.0,0.50234598,0.00219941,0.0,0.0,0.10794177,6.18460777,0.88303655,-0.00334048,0.0,0.0
2.09408569,0.25999999,0.25999999,0.2522727,0.25007328,0.51999998,0.0,0.50234598,0.00219941,0.0,0.0,0.10721555,6.14299872,0.88303655,-0.00334048,0.0,0.0
2.0990293,0.25999999,0.25999999,0.2522727,0.25007328,0.51999998,0.0,0.50234598,0.00219941,0.0,0.0,0.10721555,6.14299872,0.8829999,-0.00337714,0.0,0.0
2.10409117,0.25999999,0.25999999,0.2522727,0.25117299,0.51999998,0.0,0.50344568,0.00109971,0.0,0.0,0.10721555,6.14299872,0.8829999,-0.00337714,0.0,0.0
2.10883403,0.25999999,0.25999999,0.2522727,0.25117299,0.51999998,0.0,0.50344568,0.00109971,0.0,0.0,0.10721555,6.14299872,0.88299572,-0.00338131,0.0,0.0
2.11405253,0.25999999,0.25999999,0.2522727,0.25117299,0.51999998,0.0,0.50344568,0.00109971,0.0,0.0,0.10663458,6.10971147,0.88299572,-0.00338131,0.0,0.0
2.11894178,0.25999999,0.25999999,0.2522727,0.25117299,0.51999998,0.0,0.50344568,0.00109971,0.0,0.0,0.10663458,6.10971147,0.8829459,-0.00343114,0.0,0.0
2.12393713,0.25999999,0.25999999,0.2533724,0.25117299,0.51999998,0.0,0.50454539,0.00219941,0.0,0.0,0.10663458,6.10971147,0.8829459,-0.00343114,0.0,0.0
2.1288631,0.25999999,0.25999999,0.2533724,0.25117299,0.51999998,0.0,0.50454539,0.00219941,0.0,0.0,0.10663458,6.10971147,0.88298684,-0.00339019,0.0,0.0
2.13393307,0.25999999,0.25999999,0.2533724,0.25117299,0.51999998,0.0,0.50454539,0.00219941,0.0,0.0,0.1061698,6.08308168,0.88298684,-0.00339019,0.0,0.0
2.13884425,0.25999999,0.25999999,0.2533724,0.25117299,0.51999998,0.0,0.50454539,0.00219941,0.0,0.0,0.1061698,6.08308168,0.8830421,-0.00333494,0.0,0.0
2.14401507,0.25999999,0.25999999,0.25447217,0.25117299,0.51999998,0.0,0.50564516,0.00329918,0.0,0.0,0.1061698,6.08308168,0.8830421,-0.00333494,0.0,0.0
