t[s],p_sum[MPa],p_diff[MPa],p1[MPa],p2[MPa],p1_cmd[MPa],p2_cmd[MPa],theta[rad],theta[deg]
2.503501274585723877e+02,9.090909361839294434e-01,0.000000000000000000e+00,4.545454680919647217e-01,4.545454680919647217e-01,4.545454545454545858e-01,4.545454545454545858e-01,2.258040491498196078e-01,1.293761901324926811e+01
2.503752760887145996e+02,9.090909361839294434e-01,0.000000000000000000e+00,4.545454680919647217e-01,4.545454680919647217e-01,4.545454545454545858e-01,4.545454545454545858e-01,2.260490706412706940e-01,1.295165771059941662e+01
2.503999617099761963e+02,9.090909361839294434e-01,0.000000000000000000e+00,4.545454680919647217e-01,4.545454680919647217e-01,4.545454545454545858e-01,4.545454545454545858e-01,2.243770469489511921e-01,1.285585780978362891e+01
2.504254271984100342e+02,9.090909361839294434e-01,0.000000000000000000e+00,4.545454680919647217e-01,4.545454680919647217e-01,4.545454545454545858e-01,4.545454545454545858e-01,2.221463034623817889e-01,1.272804562282690277e+01
2.504506795406341553e+02,9.090909361839294434e-01,0.000000000000000000e+00,4.545454680919647217e-01,4.545454680919647217e-01,4.545454545454545858e-01,4.545454545454545858e-01,2.194413202003948904e-01,1.257306149826152364e+01
2.504756278991699219e+02,9.090909361839294434e-01,0.000000000000000000e+00,4.545454680919647217e-01,4.545454680919647217e-01,4.545454545454545858e-01,4.545454545454545858e-01,2.160501489604968461e-01,1.237876169860921927e+01
2.505005264282226562e+02,9.090909361839294434e-01,0.000000000000000000e+00,4.545454680919647217e-01,4.545454680919647217e-01,4.545454545454545858e-01,4.545454545454545858e-01,2.118032311806927748e-01,1.213543123388737577e+01
2.505253388881683350e+02,9.090909361839294434e-01,0.000000000000000000e+00,4.545454680919647217e-01,4.545454680919647217e-01,4.545454545454545858e-01,4.545454545454545858e-01,2.062581238538096218e-01,1.181771998710990168e+01
2.505503993034362793e+02,9.090909361839294434e-01,0.000000000000000000e+00,4.545454680919647217e-01,4.545454680919647217e-01,4.545454545454545858e-01,4.545454545454545858e-01,2.002880572044174468e-01,1.147566036468792205e+01
2.505750164985656738e+02,9.090909361839294434e-01,0.000000000000000000e+00,4.545454680919647217e-01,4.545454680919647217e-01,4.545454545454545858e-01,4.545454545454545858e-01,1.952052077273265795e-01,1.118443454175033658e+01
2.505999398231506348e+02,9.090909361839294434e-01,0.000000000000000000e+00,4.545454680919647217e-01,4.545454680919647217e-01,4.545454545454545858e-01,4.545454545454545858e-01,1.873336713966768929e-01,1.073342873172021505e+01
2.506250867843627930e+02,9.090909361839294434e-01,0.000000000000000000e+00,4.545454680919647217e-01,4.545454680919647217e-01,4.545454545454545858e-01,4.545454545454545858e-01,1.845349029235570093e-01,1.057307111037617275e+01
2.506501467227935791e+02,9.090909361839294434e-01,0.000000000000000000e+00,4.545454680919647217e-01,4.545454680919647217e-01,4.545454545454545858e-01,4.545454545454545858e-01,1.822958881450610913e-01,1.044478501330093856e+01
2.506752569675445557e+02,9.090909361839294434e-01,0.000000000000000000e+00,4.545454680919647217e-01,4.545454680919647217e-01,4.545454545454545858e-01,4.545454545454545858e-01,1.805046763222643569e-01,1.034215613564074943e+01
2.507000770568847656e+02,9.090909361839294434e-01,0.000000000000000000e+00,4.545454680919647217e-01,4.545454680919647217e-01,4.545454545454545858e-01,4.545454545454545858e-01,1.770663020562211198e-01,1.014515180181007992e+01
2.507251257896423340e+02,9.090909361839294434e-01,0.000000000000000000e+00,4.545454680919647217e-01,4.545454680919647217e-01,4.545454545454545858e-01,4.545454545454545858e-01,1.770663020562211198e-01,1.014515180181007992e+01
2.507501201629638672e+02,9.090909361839294434e-01,0.000000000000000000e+00,4.545454680919647217e-01,4.545454680919647217e-01,4.545454545454545858e-01,4.545454545454545858e-01,1.757074151360381586e-01,1.006729331644806535e+01
2.507750718593597412e+02,9.090909361839294434e-01,0.000000000000000000e+00,4.545454680919647217e-01,4.545454680919647217e-01,4.545454545454545858e-01,4.545454545454545858e-01,1.746203055998917786e-01,1.000500652815845370e+01
2.507999629974365234e+02,9.090909361839294434e-01,0.000000000000000000e+00,4.545454680919647217e-01,4.545454680919647217e-01,4.545454545454545858e-01,4.545454545454545858e-01,1.730548678678409946e-01,9.915313553021412929e+00
2.508252449035644531e+02,9.090909361839294434e-01,0.000000000000000000e+00,4.545454680919647217e-01,4.545454680919647217e-01,4.545454545454545858e-01,4.545454545454545858e-01,1.724982677853340585e-01,9.883422717417131409e+00
2.508501009941101074e+02,9.090909361839294434e-01,0.000000000000000000e+00,4.545454680919647217e-01,4.545454680919647217e-01,4.545454545454545858e-01,4.545454545454545858e-01,1.720529877193285040e-01,9.857910048933707259e+00
2.508748998641967773e+02,9.090909361839294434e-01,0.000000000000000000e+00,4.545454680919647217e-01,4.545454680919647217e-01,4.545454545454545858e-01,4.545454545454545858e-01,1.713899675089469166e-01,9.819921789146965452e+00
2.508999330997467041e+02,9.090909361839294434e-01,0.000000000000000000e+00,4.545454680919647217e-01,4.545454680919647217e-01,4.545454545454545858e-01,4.545454545454545858e-01,1.707420145635745734e-01,9.782796820054059594e+00
2.509252684116363525e+02,9.090909361839294434e-01,0.000000000000000000e+00,4.545454680919647217e-01,4.545454680919647217e-01,4.545454545454545858e-01,4.545454545454545858e-01,1.707420145635745734e-01,9.782796820054059594e+00
2.509502742290496826e+02,9.090909361839294434e-01,0.000000000000000000e+00,4.545454680919647217e-01,4.545454680919647217e-01,4.545454545454545858e-01,4.545454545454545858e-01,1.706479851419209215e-01,9.777409331043250162e+00
2.509750742912292480e+02,9.090909361839294434e-01,0.000000000000000000e+00,4.545454680919647217e-01,4.545454680919647217e-01,4.545454545454545858e-01,4.545454545454545858e-01,1.702659654470208561e-01,9.755521214834599775e+00
2.509999594688415527e+02,9.090909361839294434e-01,0.000000000000000000e+00,4.545454680919647217e-01,4.545454680919647217e-01,4.545454545454545858e-01,4.545454545454545858e-01,1.700226532439418903e-01,9.741580452494146058e+00
2.510249638557434082e+02,9.090909361839294434e-01,0.000000000000000000e+00,4.545454680919647217e-01,4.545454680919647217e-01,4.545454545454545858e-01,4.545454545454545858e-01,1.697656999286376311e-01,9.726858111995317913e+00
2.510500450134277344e+02,9.090909361839294434e-01,0.000000000000000000e+00,4.545454680919647217e-01,4.545454680919647217e-01,4.545454545454545858e-01,4.545454545454545858e-01,1.695601372763942127e-01,9.715080239596254330e+00
2.510751559734344482e+02,9.090909361839294434e-01,0.000000000000000000e+00,4.545454680919647217e-01,4.545454680919647217e-01,4.545454545454545858e-01,4.545454545454545858e-01,1.697024833121766330e-01,9.723236066677005240e+00
2.511000068187713623e+02,9.090909361839294434e-01,0.000000000000000000e+00,4.545454680919647217e-01,4.545454680919647217e-01,4.545454545454545858e-01,4.545454545454545858e-01,1.696006654461261476e-01,9.717402332673284349e+00
2.511251811981201172e+02,9.090909361839294434e-01,0.000000000000000000e+00,4.545454680919647217e-01,4.545454680919647217e-01,4.545454545454545858e-01,4.545454545454545858e-01,1.694281096903850203e-01,9.707515616138627124e+00
2.511500203609466553e+02,9.090909361839294434e-01,0.000000000000000000e+00,4.545454680919647217e-01,4.545454680919647217e-01,4.545454545454545858e-01,4.545454545454545858e-01,1.689832689282149969e-01,9.682028117910901344e+00
2.511750516891479492e+02,9.090909361839294434e-01,0.000000000000000000e+00,4.545454680919647217e-01,4.545454680919647217e-01,4.545454545454545858e-01,4.545454545454545858e-01,1.689832689282149969e-01,9.682028117910901344e+00
2.512000167369842529e+02,9.090909361839294434e-01,0.000000000000000000e+00,4.545454680919647217e-01,4.545454680919647217e-01,4.545454545454545858e-01,4.545454545454545858e-01,1.683426982306901742e-01,9.645326120462977215e+00
2.512250549793243408e+02,9.090909361839294434e-01,0.000000000000000000e+00,4.545454680919647217e-01,4.545454680919647217e-01,4.545454545454545858e-01,4.545454545454545858e-01,1.678081436028819873e-01,9.614698396370382483e+00
2.512498557567596436e+02,9.090909361839294434e-01,0.000000000000000000e+00,4.545454680919647217e-01,4.545454680919647217e-01,4.545454545454545858e-01,4.545454545454545858e-01,1.673804999006354433e-01,9.590196217096305986e+00
2.512750098705291748e+02,7.424242496490478516e-01,0.000000000000000000e+00,3.712121248245239258e-01,3.712121248245239258e-01,3.712121212121212155e-01,3.712121212121212155e-01,1.670383849388382136e-01,9.570594473677045855e+00
2.512999544143676758e+02,5.757575631141662598e-01,0.000000000000000000e+00,2.878787815570831299e-01,2.878787815570831299e-01,2.878787878787878451e-01,2.878787878787878451e-01,1.665457393938501729e-01,9.542367963153308708e+00
2.513251821994781494e+02,4.318181872367858887e-01,2.272727340459823608e-02,2.272727303206920624e-01,2.045454569160938263e-01,2.272727272727272374e-01,2.045454545454545026e-01,1.663705765334099751e-01,9.532331870522645190e+00
2.513501465320587158e+02,3.484848439693450928e-01,1.060606092214584351e-01,2.272727265954017639e-01,1.212121173739433289e-01,2.272727272727272374e-01,1.212121212121211600e-01,1.662304462450578391e-01,9.524302996418116507e+00
2.513749980926513672e+02,2.727272808551788330e-01,1.818181872367858887e-01,2.272727340459823608e-01,4.545454680919647217e-02,2.272727272727272374e-01,4.545454545454546968e-02,1.662304462450578391e-01,9.524302996418116507e+00
2.514000873565673828e+02,2.727272808551788330e-01,1.818181872367858887e-01,2.272727340459823608e-01,4.545454680919647217e-02,2.272727272727272374e-01,4.545454545454546968e-02,1.648628332310376754e-01,9.445944542707595204e+00
2.514254515171051025e+02,2.727272808551788330e-01,1.818181872367858887e-01,2.272727340459823608e-01,4.545454680919647217e-02,2.272727272727272374e-01,4.545454545454546968e-02,1.631834746576972250e-01,9.349724384166076874e+00
2.514503114223480225e+02,2.727272808551788330e-01,1.818181872367858887e-01,2.272727340459823608e-01,4.545454680919647217e-02,2.272727272727272374e-01,4.545454545454546968e-02,1.609195993262934610e-01,9.220013882332860788e+00
2.514752926826477051e+02,2.727272808551788330e-01,1.818181872367858887e-01,2.272727340459823608e-01,4.545454680919647217e-02,2.272727272727272374e-01,4.545454545454546968e-02,1.581881105884390959e-01,9.063511105866290052e+00
2.515007150173187256e+02,2.727272808551788330e-01,1.818181872367858887e-01,2.272727340459823608e-01,4.545454680919647217e-02,2.272727272727272374e-01,4.545454545454546968e-02,1.528435044810740051e-01,8.757287732754425846e+00
2.515255248546600342e+02,2.727272808551788330e-01,1.818181872367858887e-01,2.272727340459823608e-01,4.545454680919647217e-02,2.272727272727272374e-01,4.545454545454546968e-02,1.505000500819549947e-01,8.623017686203541032e+00
2.515505721569061279e+02,2.727272808551788330e-01,1.818181872367858887e-01,2.272727340459823608e-01,4.545454680919647217e-02,2.272727272727272374e-01,4.545454545454546968e-02,1.489320827202369191e-01,8.533179773962832115e+00
2.515752885341644287e+02,2.727272808551788330e-01,1.818181872367858887e-01,2.272727340459823608e-01,4.545454680919647217e-02,2.272727272727272374e-01,4.545454545454546968e-02,1.485980973035938568e-01,8.514043819170266758e+00
2.516000475883483887e+02,2.727272808551788330e-01,1.818181872367858887e-01,2.272727340459823608e-01,4.545454680919647217e-02,2.272727272727272374e-01,4.545454545454546968e-02,1.501716859157421757e-01,8.604203805336213762e+00
2.516253252029418945e+02,2.727272808551788330e-01,1.818181872367858887e-01,2.272727340459823608e-01,4.545454680919647217e-02,2.272727272727272374e-01,4.545454545454546968e-02,1.538849260660778429e-01,8.816956794268969944e+00
2.516505157947540283e+02,2.727272808551788330e-01,1.818181872367858887e-01,2.272727340459823608e-01,4.545454680919647217e-02,2.272727272727272374e-01,4.545454545454546968e-02,1.608438682348490578e-01,9.215674810415176665e+00
2.516748845577239990e+02,2.727272808551788330e-01,1.818181872367858887e-01,2.272727340459823608e-01,4.545454680919647217e-02,2.272727272727272374e-01,4.545454545454546968e-02,1.703993720183687166e-01,9.763164848332143819e+00
2.516999948024749756e+02,2.727272808551788330e-01,1.818181872367858887e-01,2.272727340459823608e-01,4.545454680919647217e-02,2.272727272727272374e-01,4.545454545454546968e-02,1.933018229624353934e-01,1.107537862793257233e+01
2.517252411842346191e+02,2.727272808551788330e-01,1.818181872367858887e-01,2.272727340459823608e-01,4.545454680919647217e-02,2.272727272727272374e-01,4.545454545454546968e-02,2.049560282125973687e-01,1.174311540234605822e+01
2.517502729892730713e+02,2.727272808551788330e-01,1.818181872367858887e-01,2.272727340459823608e-01,4.545454680919647217e-02,2.272727272727272374e-01,4.545454545454546968e-02,2.164269655157668448e-01,1.240035169687684835e+01
2.517748885154724121e+02,2.727272808551788330e-01,1.818181872367858887e-01,2.272727340459823608e-01,4.545454680919647217e-02,2.272727272727272374e-01,4.545454545454546968e-02,2.274444923037652055e-01,1.303160948250148010e+01
2.518004202842712402e+02,2.727272808551788330e-01,1.818181872367858887e-01,2.272727340459823608e-01,4.545454680919647217e-02,2.272727272727272374e-01,4.545454545454546968e-02,2.377924945220495356e-01,1.362450633600118621e+01
2.518252050876617432e+02,2.727272808551788330e-01,1.818181872367858887e-01,2.272727340459823608e-01,4.545454680919647217e-02,2.272727272727272374e-01,4.545454545454546968e-02,2.469912847694083757e-01,1.415155819380095004e+01
2.518500041961669922e+02,2.727272808551788330e-01,1.818181872367858887e-01,2.272727340459823608e-01,4.545454680919647217e-02,2.272727272727272374e-01,4.545454545454546968e-02,2.555775015976039510e-01,1.464351218004076038e+01
2.518754780292510986e+02,2.727272808551788330e-01,1.818181872367858887e-01,2.272727340459823608e-01,4.545454680919647217e-02,2.272727272727272374e-01,4.545454545454546968e-02,2.636736596904689089e-01,1.510738786903260866e+01
2.518999135494232178e+02,2.727272808551788330e-01,1.818181872367858887e-01,2.272727340459823608e-01,4.545454680919647217e-02,2.272727272727272374e-01,4.545454545454546968e-02,2.781546519939041007e-01,1.593708761118087303e+01
2.519251227378845215e+02,2.727272808551788330e-01,1.818181872367858887e-01,2.272727340459823608e-01,4.545454680919647217e-02,2.272727272727272374e-01,4.545454545454546968e-02,2.841897492681260684e-01,1.628287321394470055e+01
2.519498519897460938e+02,2.727272808551788330e-01,1.818181872367858887e-01,2.272727340459823608e-01,4.545454680919647217e-02,2.272727272727272374e-01,4.545454545454546968e-02,2.893246232450807920e-01,1.657707982115576328e+01
2.519749259948730469e+02,2.727272808551788330e-01,1.818181872367858887e-01,2.272727340459823608e-01,4.545454680919647217e-02,2.272727272727272374e-01,4.545454545454546968e-02,2.937393185842216425e-01,1.683002323192460636e+01
2.519998674392700195e+02,2.727272808551788330e-01,1.818181872367858887e-01,2.272727340459823608e-01,4.545454680919647217e-02,2.272727272727272374e-01,4.545454545454546968e-02,3.009555091138004790e-01,1.724348049343175049e+01
2.520248429775238037e+02,2.727272808551788330e-01,1.818181872367858887e-01,2.272727340459823608e-01,4.545454680919647217e-02,2.272727272727272374e-01,4.545454545454546968e-02,3.009555091138004790e-01,1.724348049343175049e+01
2.520499305725097656e+02,2.727272808551788330e-01,1.818181872367858887e-01,2.272727340459823608e-01,4.545454680919647217e-02,2.272727272727272374e-01,4.545454545454546968e-02,3.039644157519287848e-01,1.741587814474539897e+01
2.520751323699951172e+02,2.727272808551788330e-01,1.818181872367858887e-01,2.272727340459823608e-01,4.545454680919647217e-02,2.272727272727272374e-01,4.545454545454546968e-02,3.066783372200085900e-01,1.757137439079631847e+01
2.521002361774444580e+02,2.727272808551788330e-01,1.818181872367858887e-01,2.272727340459823608e-01,4.545454680919647217e-02,2.272727272727272374e-01,4.545454545454546968e-02,3.108931802916206077e-01,1.781286711010964652e+01
2.521249413490295410e+02,2.727272808551788330e-01,1.818181872367858887e-01,2.272727340459823608e-01,4.545454680919647217e-02,2.272727272727272374e-01,4.545454545454546968e-02,3.125281450093391755e-01,1.790654368808771579e+01
2.521503021717071533e+02,2.727272808551788330e-01,1.818181872367858887e-01,2.272727340459823608e-01,4.545454680919647217e-02,2.272727272727272374e-01,4.545454545454546968e-02,3.138361167835140297e-01,1.798148495047017548e+01
2.521750590801239014e+02,2.727272808551788330e-01,1.818181872367858887e-01,2.272727340459823608e-01,4.545454680919647217e-02,2.272727272727272374e-01,4.545454545454546968e-02,3.148824942028539131e-01,1.804143796037613967e+01
2.522001345157623291e+02,2.727272808551788330e-01,1.818181872367858887e-01,2.272727340459823608e-01,4.545454680919647217e-02,2.272727272727272374e-01,4.545454545454546968e-02,3.163892776867033851e-01,1.812777029464073308e+01
2.522251579761505127e+02,2.727272808551788330e-01,1.818181872367858887e-01,2.272727340459823608e-01,4.545454680919647217e-02,2.272727272727272374e-01,4.545454545454546968e-02,3.169250229254054196e-01,1.815846623571258789e+01
2.522500097751617432e+02,2.727272808551788330e-01,1.818181872367858887e-01,2.272727340459823608e-01,4.545454680919647217e-02,2.272727272727272374e-01,4.545454545454546968e-02,3.169250229254054196e-01,1.815846623571258789e+01
2.522752747535705566e+02,2.727272808551788330e-01,1.818181872367858887e-01,2.272727340459823608e-01,4.545454680919647217e-02,2.272727272727272374e-01,4.545454545454546968e-02,3.173536191163670583e-01,1.818302298857007315e+01
2.523002078533172607e+02,2.272727340459823608e-01,6.060606241226196289e-02,1.439393982291221619e-01,8.333333581686019897e-02,1.439393939393938948e-01,8.333333333333334259e-02,3.179707976313517759e-01,1.821838471268485193e+01
2.523250660896301270e+02,1.439393907785415649e-01,-2.272727340459823608e-02,6.060605868697166443e-02,8.333333209156990051e-02,6.060606060606055917e-02,8.333333333333334259e-02,3.181902388811241322e-01,1.823095777014788155e+01
2.523501527309417725e+02,9.090909361839294434e-02,-7.575757801532745361e-02,7.575757801532745361e-03,8.333333581686019897e-02,7.575757575757575968e-03,8.333333333333334259e-02,3.186725880385191112e-01,1.825859434111830737e+01
2.523751959800720215e+02,9.090909361839294434e-02,-7.575757801532745361e-02,7.575757801532745361e-03,8.333333581686019897e-02,7.575757575757575968e-03,8.333333333333334259e-02,3.190584673644351055e-01,1.828070359789464661e+01
2.524004499912261963e+02,9.090909361839294434e-02,-7.575757801532745361e-02,7.575757801532745361e-03,8.333333581686019897e-02,7.575757575757575968e-03,8.333333333333334259e-02,3.187551043525381766e-01,1.826332217765257582e+01
2.524253966808319092e+02,9.090909361839294434e-02,-7.575757801532745361e-02,7.575757801532745361e-03,8.333333581686019897e-02,7.575757575757575968e-03,8.333333333333334259e-02,3.182040919429189874e-01,1.823175149212206136e+01
2.524504845142364502e+02,9.090909361839294434e-02,-7.575757801532745361e-02,7.575757801532745361e-03,8.333333581686019897e-02,7.575757575757575968e-03,8.333333333333334259e-02,3.168428935424922877e-01,1.815376056869765264e+01
2.524751064777374268e+02,9.090909361839294434e-02,-7.575757801532745361e-02,7.575757801532745361e-03,8.333333581686019897e-02,7.575757575757575968e-03,8.333333333333334259e-02,3.142199540342652808e-01,1.800347720495812709e+01
2.525002334117889404e+02,9.090909361839294434e-02,-7.575757801532745361e-02,7.575757801532745361e-03,8.333333581686019897e-02,7.575757575757575968e-03,8.333333333333334259e-02,3.087468446943352207e-01,1.768989113896650167e+01
2.525251817703247070e+02,9.090909361839294434e-02,-7.575757801532745361e-02,7.575757801532745361e-03,8.333333581686019897e-02,7.575757575757575968e-03,8.333333333333334259e-02,3.003800071738884636e-01,1.721050666117319849e+01
2.525504949092864990e+02,9.090909361839294434e-02,-7.575757801532745361e-02,7.575757801532745361e-03,8.333333581686019897e-02,7.575757575757575968e-03,8.333333333333334259e-02,2.887777986362970450e-01,1.654574907893855951e+01
2.525752835273742676e+02,9.090909361839294434e-02,-7.575757801532745361e-02,7.575757801532745361e-03,8.333333581686019897e-02,7.575757575757575968e-03,8.333333333333334259e-02,2.758144779152983395e-01,1.580300551315084689e+01
2.526005852222442627e+02,9.090909361839294434e-02,-7.575757801532745361e-02,7.575757801532745361e-03,8.333333581686019897e-02,7.575757575757575968e-03,8.333333333333334259e-02,2.529748683340112825e-01,1.449439227841654088e+01
2.526251699924468994e+02,9.090909361839294434e-02,-7.575757801532745361e-02,7.575757801532745361e-03,8.333333581686019897e-02,7.575757575757575968e-03,8.333333333333334259e-02,2.447177644128527563e-01,1.402129507273323483e+01
2.526502418518066406e+02,9.090909361839294434e-02,-7.575757801532745361e-02,7.575757801532745361e-03,8.333333581686019897e-02,7.575757575757575968e-03,8.333333333333334259e-02,2.381120812759259242e-01,1.364281730818659000e+01
2.526752736568450928e+02,9.090909361839294434e-02,-7.575757801532745361e-02,7.575757801532745361e-03,8.333333581686019897e-02,7.575757575757575968e-03,8.333333333333334259e-02,2.328275347663844586e-01,1.334003509654927377e+01
2.527000670433044434e+02,9.090909361839294434e-02,-7.575757801532745361e-02,7.575757801532745361e-03,8.333333581686019897e-02,7.575757575757575968e-03,8.333333333333334259e-02,2.285998975587512638e-01,1.309780932723941760e+01
2.527251369953155518e+02,9.090909361839294434e-02,-7.575757801532745361e-02,7.575757801532745361e-03,8.333333581686019897e-02,7.575757575757575968e-03,8.333333333333334259e-02,2.252177877926447302e-01,1.290402871179153621e+01
2.527504229545593262e+02,9.090909361839294434e-02,-7.575757801532745361e-02,7.575757801532745361e-03,8.333333581686019897e-02,7.575757575757575968e-03,8.333333333333334259e-02,2.225120999797595145e-01,1.274900421943323003e+01
2.527751944065093994e+02,9.090909361839294434e-02,-7.575757801532745361e-02,7.575757801532745361e-03,8.333333581686019897e-02,7.575757575757575968e-03,8.333333333333334259e-02,2.203475497294513086e-01,1.262498462554658474e+01
2.528006734848022461e+02,9.090909361839294434e-02,-7.575757801532745361e-02,7.575757801532745361e-03,8.333333581686019897e-02,7.575757575757575968e-03,8.333333333333334259e-02,2.172305973690075165e-01,1.244639641034981636e+01
2.528250379562377930e+02,9.090909361839294434e-02,-7.575757801532745361e-02,7.575757801532745361e-03,8.333333581686019897e-02,7.575757575757575968e-03,8.333333333333334259e-02,2.161223476408496991e-01,1.238289837827985274e+01
2.528504216670989990e+02,9.090909361839294434e-02,-7.575757801532745361e-02,7.575757801532745361e-03,8.333333581686019897e-02,7.575757575757575968e-03,8.333333333333334259e-02,2.152357478583234451e-01,1.233209995262388148e+01
2.528752737045288086e+02,9.090909361839294434e-02,-7.575757801532745361e-02,7.575757801532745361e-03,8.333333581686019897e-02,7.575757575757575968e-03,8.333333333333334259e-02,2.145264680323024642e-01,1.229146121209910625e+01
2.529002757072448730e+02,9.090909361839294434e-02,-7.575757801532745361e-02,7.575757801532745361e-03,8.333333581686019897e-02,7.575757575757575968e-03,8.333333333333334259e-02,2.139590441714857016e-01,1.225895021967928677e+01
2.529252254962921143e+02,9.090909361839294434e-02,-7.575757801532745361e-02,7.575757801532745361e-03,8.333333581686019897e-02,7.575757575757575968e-03,8.333333333333334259e-02,2.135051050828322694e-01,1.223294142574343013e+01
2.529502422809600830e+02,9.090909361839294434e-02,-7.575757801532745361e-02,7.575757801532745361e-03,8.333333581686019897e-02,7.575757575757575968e-03,8.333333333333334259e-02,2.131419538119095347e-01,1.221213439059474481e+01
2.529751877784729004e+02,9.090909361839294434e-02,-7.575757801532745361e-02,7.575757801532745361e-03,8.333333581686019897e-02,7.575757575757575968e-03,8.333333333333334259e-02,2.128514327951713248e-01,1.219548876247579550e+01
2.530007033348083496e+02,9.090909361839294434e-02,-7.575757801532745361e-02,7.575757801532745361e-03,8.333333581686019897e-02,7.575757575757575968e-03,8.333333333333334259e-02,2.124330825310683513e-01,1.217151905798451317e+01
2.530253279209136963e+02,9.090909361839294434e-02,-7.575757801532745361e-02,7.575757801532745361e-03,8.333333581686019897e-02,7.575757575757575968e-03,8.333333333333334259e-02,2.122843357704983780e-01,1.216299649638760982e+01
2.530501785278320312e+02,9.090909361839294434e-02,-7.575757801532745361e-02,7.575757801532745361e-03,8.333333581686019897e-02,7.575757575757575968e-03,8.333333333333334259e-02,2.121653383620424327e-01,1.215617844711008999e+01
2.530750489234924316e+02,9.090909361839294434e-02,-7.575757801532745361e-02,7.575757801532745361e-03,8.333333581686019897e-02,7.575757575757575968e-03,8.333333333333334259e-02,2.120701404352776653e-01,1.215072400768807270e+01
2.530999784469604492e+02,9.090909361839294434e-02,-7.575757801532745361e-02,7.575757801532745361e-03,8.333333581686019897e-02,7.575757575757575968e-03,8.333333333333334259e-02,2.119330554207363715e-01,1.214286961492036809e+01
2.531249456405639648e+02,9.090909361839294434e-02,-7.575757801532745361e-02,7.575757801532745361e-03,8.333333581686019897e-02,7.575757575757575968e-03,8.333333333333334259e-02,2.119330554207363715e-01,1.214286961492036809e+01
2.531500985622406006e+02,9.090909361839294434e-02,-7.575757801532745361e-02,7.575757801532745361e-03,8.333333581686019897e-02,7.575757575757575968e-03,8.333333333333334259e-02,2.118843140822327942e-01,1.214007694193629483e+01
2.531750011444091797e+02,9.090909361839294434e-02,-7.575757801532745361e-02,7.575757801532745361e-03,8.333333581686019897e-02,7.575757575757575968e-03,8.333333333333334259e-02,2.118453210114299434e-01,1.213784280354903622e+01
2.532000093460083008e+02,9.090909361839294434e-02,-7.575757801532745361e-02,7.575757801532745361e-03,8.333333581686019897e-02,7.575757575757575968e-03,8.333333333333334259e-02,2.117891709894738073e-01,1.213462564427138268e+01
2.532249069213867188e+02,9.090909361839294434e-02,-7.575757801532745361e-02,7.575757801532745361e-03,8.333333581686019897e-02,7.575757575757575968e-03,8.333333333333334259e-02,2.117692065372227539e-01,1.213348176541710721e+01
2.532500503063201904e+02,9.090909361839294434e-02,-7.575757801532745361e-02,7.575757801532745361e-03,8.333333581686019897e-02,7.575757575757575968e-03,8.333333333333334259e-02,2.117532349754219223e-01,1.213256666233368719e+01
2.532750115394592285e+02,9.090909361839294434e-02,-7.575757801532745361e-02,7.575757801532745361e-03,8.333333581686019897e-02,7.575757575757575968e-03,8.333333333333334259e-02,2.117404577259812681e-01,1.213183457986695046e+01
2.533002445697784424e+02,9.090909361839294434e-02,-7.575757801532745361e-02,7.575757801532745361e-03,8.333333581686019897e-02,7.575757575757575968e-03,8.333333333333334259e-02,2.117220584867866573e-01,1.213078038111484780e+01
2.533254814147949219e+02,2.575757503509521484e-01,-7.575757801532745361e-02,9.090908616781234741e-02,1.666666641831398010e-01,9.090909090909091161e-02,1.666666666666666852e-01,2.117155165350730339e-01,1.213040555489187966e+01
2.533501079082489014e+02,3.696969747543334961e-01,-2.121212147176265717e-02,1.742424266412854195e-01,1.954545481130480766e-01,1.742424242424242542e-01,1.954545454545454364e-01,2.117155165350730339e-01,1.213040555489187966e+01
2.533752574920654297e+02,4.530302882194519043e-01,6.212121248245239258e-02,2.575757503509521484e-01,1.954545378684997559e-01,2.575757575757575690e-01,1.954545454545454364e-01,2.117102829737021463e-01,1.213010569391350479e+01
2.534005181789398193e+02,5.363636612892150879e-01,1.454545408487319946e-01,3.409091010689735413e-01,1.954545602202415466e-01,3.409090909090909394e-01,1.954545454545454364e-01,2.117027466453280660e-01,1.212967389410464492e+01
2.534257566928863525e+02,6.196969747543334961e-01,2.287878841161727905e-01,4.242424294352531433e-01,1.954545453190803528e-01,4.242424242424243097e-01,1.954545454545454364e-01,2.117000670619061387e-01,1.212952036528371558e+01
2.534506444931030273e+02,7.030302882194519043e-01,3.121212124824523926e-01,5.075757503509521484e-01,1.954545378684997559e-01,5.075757575757576801e-01,1.954545454545454364e-01,2.116979233951686301e-01,1.212939754222697353e+01
2.534756724834442139e+02,7.272727489471435547e-01,3.363636434078216553e-01,5.318181961774826050e-01,1.954545527696609497e-01,5.318181818181818565e-01,1.954545454545454364e-01,2.101622276738929762e-01,1.204140865878157918e+01
2.535001144409179688e+02,7.272727489471435547e-01,3.363636434078216553e-01,5.318181961774826050e-01,1.954545527696609497e-01,5.318181818181818565e-01,1.954545454545454364e-01,1.816890747466538558e-01,1.041001716662021259e+01
2.535261201858520508e+02,7.272727489471435547e-01,3.363636434078216553e-01,5.318181961774826050e-01,1.954545527696609497e-01,5.318181818181818565e-01,1.954545454545454364e-01,1.478056290579400911e-01,8.468638733296169008e+00
