t[s],p_sum[MPa],p_diff[MPa],p1[MPa],p2[MPa],p1_cmd[MPa],p2_cmd[MPa],theta[rad],theta[deg]
6.200040817260742188e+00,6.363636255264282227e-01,5.303030014038085938e-01,5.833333134651184082e-01,5.303031206130981445e-02,5.833333333333333703e-01,5.303030303030298320e-02,4.934549405863378202e-01,2.827288547547594888e+01
6.224926948547363281e+00,6.363636255264282227e-01,5.303030014038085938e-01,5.833333134651184082e-01,5.303031206130981445e-02,5.833333333333333703e-01,5.303030303030298320e-02,5.018358114634879907e-01,2.875307400538075697e+01
6.249984979629516602e+00,6.363636255264282227e-01,5.303030014038085938e-01,5.833333134651184082e-01,5.303031206130981445e-02,5.833333333333333703e-01,5.303030303030298320e-02,5.018358114634879907e-01,2.875307400538075697e+01
6.274952888488769531e+00,6.363636255264282227e-01,5.303030014038085938e-01,5.833333134651184082e-01,5.303031206130981445e-02,5.833333333333333703e-01,5.303030303030298320e-02,5.116084697409793991e-01,2.931300607930460345e+01
6.300240516662597656e+00,6.363636255264282227e-01,5.303030014038085938e-01,5.833333134651184082e-01,5.303031206130981445e-02,5.833333333333333703e-01,5.303030303030298320e-02,5.302830400242239950e-01,3.038298014075494535e+01
6.325317621231079102e+00,6.363636255264282227e-01,5.303030014038085938e-01,5.833333134651184082e-01,5.303031206130981445e-02,5.833333333333333703e-01,5.303030303030298320e-02,5.389681949532252325e-01,3.088060286260396126e+01
6.349929809570312500e+00,6.363636255264282227e-01,5.303030014038085938e-01,5.833333134651184082e-01,5.303031206130981445e-02,5.833333333333333703e-01,5.303030303030298320e-02,5.462231150540033386e-01,3.129627916508317398e+01
6.375241518020629883e+00,6.363636255264282227e-01,5.303030014038085938e-01,5.833333134651184082e-01,5.303031206130981445e-02,5.833333333333333703e-01,5.303030303030298320e-02,5.526406434497800335e-01,3.166397645706653918e+01
6.400103807449340820e+00,6.363636255264282227e-01,5.303030014038085938e-01,5.833333134651184082e-01,5.303031206130981445e-02,5.833333333333333703e-01,5.303030303030298320e-02,5.627409135809144924e-01,3.224267930752259304e+01
6.425032615661621094e+00,6.363636255264282227e-01,5.303030014038085938e-01,5.833333134651184082e-01,5.303031206130981445e-02,5.833333333333333703e-01,5.303030303030298320e-02,5.664684745864632109e-01,3.245625282101807585e+01
6.449814558029174805e+00,6.363636255264282227e-01,5.303030014038085938e-01,5.833333134651184082e-01,5.303031206130981445e-02,5.833333333333333703e-01,5.303030303030298320e-02,5.664684745864632109e-01,3.245625282101807585e+01
6.474771261215209961e+00,6.363636255264282227e-01,5.303030014038085938e-01,5.833333134651184082e-01,5.303031206130981445e-02,5.833333333333333703e-01,5.303030303030298320e-02,5.697573195484793018e-01,3.264468975681445784e+01
6.500015735626220703e+00,6.363636255264282227e-01,5.303030014038085938e-01,5.833333134651184082e-01,5.303031206130981445e-02,5.833333333333333703e-01,5.303030303030298320e-02,5.744932562937825615e-01,3.291603894436126154e+01
6.525145053863525391e+00,6.363636255264282227e-01,5.303030014038085938e-01,5.833333134651184082e-01,5.303031206130981445e-02,5.833333333333333703e-01,5.303030303030298320e-02,5.758703487567576884e-01,3.299494053048901065e+01
6.550303220748901367e+00,6.363636255264282227e-01,5.303030014038085938e-01,5.833333134651184082e-01,5.303031206130981445e-02,5.833333333333333703e-01,5.303030303030298320e-02,5.769720227271377677e-01,3.305806179939121137e+01
6.575010776519775391e+00,6.363636255264282227e-01,5.303030014038085938e-01,5.833333134651184082e-01,5.303031206130981445e-02,5.833333333333333703e-01,5.303030303030298320e-02,5.778533619034418312e-01,3.310855881451296767e+01
6.600205421447753906e+00,6.363636255264282227e-01,5.303030014038085938e-01,5.833333134651184082e-01,5.303031206130981445e-02,5.833333333333333703e-01,5.303030303030298320e-02,5.794292864748968874e-01,3.319885264128830471e+01
6.625190496444702148e+00,6.363636255264282227e-01,5.303030014038085938e-01,5.833333134651184082e-01,5.303031206130981445e-02,5.833333333333333703e-01,5.303030303030298320e-02,5.801259690592263096e-01,3.323876961303064803e+01
6.650495052337646484e+00,6.363636255264282227e-01,5.303030014038085938e-01,5.833333134651184082e-01,5.303031206130981445e-02,5.833333333333333703e-01,5.303030303030298320e-02,5.806833151266898030e-01,3.327070319042451985e+01
6.675377130508422852e+00,6.363636255264282227e-01,5.303030014038085938e-01,5.833333134651184082e-01,5.303031206130981445e-02,5.833333333333333703e-01,5.303030303030298320e-02,5.806833151266898030e-01,3.327070319042451985e+01
6.700303554534912109e+00,6.363636255264282227e-01,5.303030014038085938e-01,5.833333134651184082e-01,5.303031206130981445e-02,5.833333333333333703e-01,5.303030303030298320e-02,5.809336603801984467e-01,3.328504691687169981e+01
6.725061655044555664e+00,6.363636255264282227e-01,5.303030014038085938e-01,5.833333134651184082e-01,5.303031206130981445e-02,5.833333333333333703e-01,5.303030303030298320e-02,5.810226720258904187e-01,3.329014690849736269e+01
6.749939680099487305e+00,6.363636255264282227e-01,5.303030014038085938e-01,5.833333134651184082e-01,5.303031206130981445e-02,5.833333333333333703e-01,5.303030303030298320e-02,5.810938813424439964e-01,3.329422690179789157e+01
6.775035381317138672e+00,6.363636255264282227e-01,5.303030014038085938e-01,5.833333134651184082e-01,5.303031206130981445e-02,5.833333333333333703e-01,5.303030303030298320e-02,5.814576449532640190e-01,3.331506902143831894e+01
6.800052881240844727e+00,6.363636255264282227e-01,5.303030014038085938e-01,5.833333134651184082e-01,5.303031206130981445e-02,5.833333333333333703e-01,5.303030303030298320e-02,5.816746683952676022e-01,3.332750354872052867e+01
6.825000286102294922e+00,6.363636255264282227e-01,5.303030014038085938e-01,5.833333134651184082e-01,5.303031206130981445e-02,5.833333333333333703e-01,5.303030303030298320e-02,5.819222745955228149e-01,3.334169033897642009e+01
6.850427865982055664e+00,6.363636255264282227e-01,5.303030014038085938e-01,5.833333134651184082e-01,5.303031206130981445e-02,5.833333333333333703e-01,5.303030303030298320e-02,5.818135633981498245e-01,3.333546164618113750e+01
6.875031709671020508e+00,6.363636255264282227e-01,5.303030014038085938e-01,5.833333134651184082e-01,5.303031206130981445e-02,5.833333333333333703e-01,5.303030303030298320e-02,5.817265944402514322e-01,3.333047869194490431e+01
6.900114536285400391e+00,6.363636255264282227e-01,5.303030014038085938e-01,5.833333134651184082e-01,5.303031206130981445e-02,5.833333333333333703e-01,5.303030303030298320e-02,5.816570192739327627e-01,3.332649232855592913e+01
6.925275325775146484e+00,6.363636255264282227e-01,5.303030014038085938e-01,5.833333134651184082e-01,5.303031206130981445e-02,5.833333333333333703e-01,5.303030303030298320e-02,5.819081552984549655e-01,3.334088136284474047e+01
6.950267553329467773e+00,6.363636255264282227e-01,5.303030014038085938e-01,5.833333134651184082e-01,5.303031206130981445e-02,5.833333333333333703e-01,5.303030303030298320e-02,5.821090641180727276e-01,3.335239259027579806e+01
6.974985837936401367e+00,6.363636255264282227e-01,5.303030014038085938e-01,5.833333134651184082e-01,5.303031206130981445e-02,5.833333333333333703e-01,5.303030303030298320e-02,5.822697911737669818e-01,3.336160157222064271e+01
7.000191450119018555e+00,6.363636255264282227e-01,5.303030014038085938e-01,5.833333134651184082e-01,5.303031206130981445e-02,5.833333333333333703e-01,5.303030303030298320e-02,5.825012381339667034e-01,3.337486250622121986e+01
7.025121688842773438e+00,6.363636255264282227e-01,5.303030014038085938e-01,5.833333134651184082e-01,5.303031206130981445e-02,5.833333333333333703e-01,5.303030303030298320e-02,5.825835303864821402e-01,3.337957750497697873e+01
7.050248622894287109e+00,6.363636255264282227e-01,5.303030014038085938e-01,5.833333134651184082e-01,5.303031206130981445e-02,5.833333333333333703e-01,5.303030303030298320e-02,5.826493641884944452e-01,3.338334950398158441e+01
7.075200796127319336e+00,6.363636255264282227e-01,5.303030014038085938e-01,5.833333134651184082e-01,5.303031206130981445e-02,5.833333333333333703e-01,5.303030303030298320e-02,5.827020312301043337e-01,3.338636710318526468e+01
7.099949121475219727e+00,6.696969866752624512e-01,3.969697058200836182e-01,5.333333462476730347e-01,1.363636404275894165e-01,5.333333333333333259e-01,1.363636363636363258e-01,5.827778717700224931e-01,3.339071244603857025e+01
7.125269651412963867e+00,7.530303001403808594e-01,3.136363625526428223e-01,5.333333313465118408e-01,2.196969687938690186e-01,5.333333333333333259e-01,2.196969696969696684e-01,5.827778717700224931e-01,3.339071244603857025e+01
7.149783849716186523e+00,8.363636136054992676e-01,2.303030341863632202e-01,5.333333238959312439e-01,3.030302897095680237e-01,5.333333333333333259e-01,3.030303030303029832e-01,5.828048372953267275e-01,3.339225745683085478e+01
7.175213336944580078e+00,9.196969866752624512e-01,1.469696909189224243e-01,5.333333387970924377e-01,3.863636478781700134e-01,5.333333333333333259e-01,3.863636363636363535e-01,5.828264097155702039e-01,3.339349346546469377e+01
7.200034856796264648e+00,1.000000000000000000e+00,6.666667014360427856e-02,5.333333350718021393e-01,4.666666649281978607e-01,5.333333333333333259e-01,4.666666666666666741e-01,5.831642701582978594e-01,3.341285144289740572e+01
7.225198745727539062e+00,1.000000000000000000e+00,6.666667014360427856e-02,5.333333350718021393e-01,4.666666649281978607e-01,5.333333333333333259e-01,4.666666666666666741e-01,5.834207521635241811e-01,3.342754677931792884e+01
7.250212669372558594e+00,1.000000000000000000e+00,6.666667014360427856e-02,5.333333350718021393e-01,4.666666649281978607e-01,5.333333333333333259e-01,4.666666666666666741e-01,5.836259377677052163e-01,3.343930304845434165e+01
7.275166749954223633e+00,1.000000000000000000e+00,6.666667014360427856e-02,5.333333350718021393e-01,4.666666649281978607e-01,5.333333333333333259e-01,4.666666666666666741e-01,5.831764939358958788e-01,3.341355181376348327e+01
7.300160169601440430e+00,1.000000000000000000e+00,6.666667014360427856e-02,5.333333350718021393e-01,4.666666649281978607e-01,5.333333333333333259e-01,4.666666666666666741e-01,5.672508461707492788e-01,3.250107941080862872e+01
7.325151205062866211e+00,1.000000000000000000e+00,6.666667014360427856e-02,5.333333350718021393e-01,4.666666649281978607e-01,5.333333333333333259e-01,4.666666666666666741e-01,5.461463203673150302e-01,3.129187915364690298e+01
7.350586891174316406e+00,1.000000000000000000e+00,6.666667014360427856e-02,5.333333350718021393e-01,4.666666649281978607e-01,5.333333333333333259e-01,4.666666666666666741e-01,5.461463203673150302e-01,3.129187915364690298e+01
7.375279188156127930e+00,1.000000000000000000e+00,6.666667014360427856e-02,5.333333350718021393e-01,4.666666649281978607e-01,5.333333333333333259e-01,4.666666666666666741e-01,5.200588149972538154e-01,2.979717519791752522e+01
7.400295495986938477e+00,1.000000000000000000e+00,6.666667014360427856e-02,5.333333350718021393e-01,4.666666649281978607e-01,5.333333333333333259e-01,4.666666666666666741e-01,4.640236785782224649e-01,2.658659837666721515e+01
7.425015926361083984e+00,1.000000000000000000e+00,6.666667014360427856e-02,5.333333350718021393e-01,4.666666649281978607e-01,5.333333333333333259e-01,4.666666666666666741e-01,4.374869128992376899e-01,2.506615370133377496e+01
7.450093746185302734e+00,1.000000000000000000e+00,6.666667014360427856e-02,5.333333350718021393e-01,4.666666649281978607e-01,5.333333333333333259e-01,4.666666666666666741e-01,4.128827426227014707e-01,2.365643858606702210e+01
7.474951505661010742e+00,1.000000000000000000e+00,6.666667014360427856e-02,5.333333350718021393e-01,4.666666649281978607e-01,5.333333333333333259e-01,4.666666666666666741e-01,3.916654256135868595e-01,2.244077586885361697e+01
7.500226974487304688e+00,1.000000000000000000e+00,6.666667014360427856e-02,5.333333350718021393e-01,4.666666649281978607e-01,5.333333333333333259e-01,4.666666666666666741e-01,3.599466637216687248e-01,2.062342468106631799e+01
7.525001764297485352e+00,1.000000000000000000e+00,6.666667014360427856e-02,5.333333350718021393e-01,4.666666649281978607e-01,5.333333333333333259e-01,4.666666666666666741e-01,3.483961740200292589e-01,1.996163036985305794e+01
7.549966573715209961e+00,1.000000000000000000e+00,6.666667014360427856e-02,5.333333350718021393e-01,4.666666649281978607e-01,5.333333333333333259e-01,4.666666666666666741e-01,3.388489861011405591e-01,1.941461679588244493e+01
7.575017452239990234e+00,1.000000000000000000e+00,6.666667014360427856e-02,5.333333350718021393e-01,4.666666649281978607e-01,5.333333333333333259e-01,4.666666666666666741e-01,3.388489861011405591e-01,1.941461679588244493e+01
7.600150108337402344e+00,1.000000000000000000e+00,6.666667014360427856e-02,5.333333350718021393e-01,4.666666649281978607e-01,5.333333333333333259e-01,4.666666666666666741e-01,3.251010354979408379e-01,1.862691724936476589e+01
7.624984741210937500e+00,1.000000000000000000e+00,6.666667014360427856e-02,5.333333350718021393e-01,4.666666649281978607e-01,5.333333333333333259e-01,4.666666666666666741e-01,3.202128752834698111e-01,1.834684629949181556e+01
7.649938821792602539e+00,1.000000000000000000e+00,6.666667014360427856e-02,5.333333350718021393e-01,4.666666649281978607e-01,5.333333333333333259e-01,4.666666666666666741e-01,3.163023471118929786e-01,1.812278953959345174e+01
7.675127744674682617e+00,1.000000000000000000e+00,6.666667014360427856e-02,5.333333350718021393e-01,4.666666649281978607e-01,5.333333333333333259e-01,4.666666666666666741e-01,3.131739245746315570e-01,1.794354413167476281e+01
7.700238227844238281e+00,1.000000000000000000e+00,6.666667014360427856e-02,5.333333350718021393e-01,4.666666649281978607e-01,5.333333333333333259e-01,4.666666666666666741e-01,3.086689961209750366e-01,1.768543074427184791e+01
7.725200653076171875e+00,1.000000000000000000e+00,6.666667014360427856e-02,5.333333350718021393e-01,4.666666649281978607e-01,5.333333333333333259e-01,4.666666666666666741e-01,3.070672437818971479e-01,1.759365709541747691e+01
7.750079870223999023e+00,1.000000000000000000e+00,6.666667014360427856e-02,5.333333350718021393e-01,4.666666649281978607e-01,5.333333333333333259e-01,4.666666666666666741e-01,3.057858419106348480e-01,1.752023817633398295e+01
7.774936676025390625e+00,1.000000000000000000e+00,6.666667014360427856e-02,5.333333350718021393e-01,4.666666649281978607e-01,5.333333333333333259e-01,4.666666666666666741e-01,3.047607204136250081e-01,1.746150304106718565e+01
7.799883842468261719e+00,1.000000000000000000e+00,6.666667014360427856e-02,5.333333350718021393e-01,4.666666649281978607e-01,5.333333333333333259e-01,4.666666666666666741e-01,3.039406232160171695e-01,1.741451493285374852e+01
7.824972867965698242e+00,1.000000000000000000e+00,6.666667014360427856e-02,5.333333350718021393e-01,4.666666649281978607e-01,5.333333333333333259e-01,4.666666666666666741e-01,3.032845454579308764e-01,1.737692444628299882e+01
7.849871158599853516e+00,1.000000000000000000e+00,6.666667014360427856e-02,5.333333350718021393e-01,4.666666649281978607e-01,5.333333333333333259e-01,4.666666666666666741e-01,3.027596832514618530e-01,1.734685205702639976e+01
7.874984741210937500e+00,1.000000000000000000e+00,6.666667014360427856e-02,5.333333350718021393e-01,4.666666649281978607e-01,5.333333333333333259e-01,4.666666666666666741e-01,3.023397934862866454e-01,1.732279414562112407e+01
7.899909973144531250e+00,1.000000000000000000e+00,6.666667014360427856e-02,5.333333350718021393e-01,4.666666649281978607e-01,5.333333333333333259e-01,4.666666666666666741e-01,3.014283560668571949e-01,1.727057262819752026e+01
7.925040483474731445e+00,1.000000000000000000e+00,6.666667014360427856e-02,5.333333350718021393e-01,4.666666649281978607e-01,5.333333333333333259e-01,4.666666666666666741e-01,3.012747317386029189e-01,1.726177060255801621e+01
7.950145244598388672e+00,1.000000000000000000e+00,6.666667014360427856e-02,5.333333350718021393e-01,4.666666649281978607e-01,5.333333333333333259e-01,4.666666666666666741e-01,3.011518322759994537e-01,1.725472898204641226e+01
7.975255727767944336e+00,1.000000000000000000e+00,6.666667014360427856e-02,5.333333350718021393e-01,4.666666649281978607e-01,5.333333333333333259e-01,4.666666666666666741e-01,3.010535127059166816e-01,1.724909568563712980e+01
8.000018358230590820e+00,1.000000000000000000e+00,6.666667014360427856e-02,5.333333350718021393e-01,4.666666649281978607e-01,5.333333333333333259e-01,4.666666666666666741e-01,3.009748570498504971e-01,1.724458904850970598e+01
8.024976968765258789e+00,1.000000000000000000e+00,6.666667014360427856e-02,5.333333350718021393e-01,4.666666649281978607e-01,5.333333333333333259e-01,4.666666666666666741e-01,3.009119325249975385e-01,1.724098373880776336e+01
8.049815893173217773e+00,1.000000000000000000e+00,6.666667014360427856e-02,5.333333350718021393e-01,4.666666649281978607e-01,5.333333333333333259e-01,4.666666666666666741e-01,3.008615929051151605e-01,1.723809949104620998e+01
8.074998140335083008e+00,1.000000000000000000e+00,6.666667014360427856e-02,5.333333350718021393e-01,4.666666649281978607e-01,5.333333333333333259e-01,4.666666666666666741e-01,3.008213212092092914e-01,1.723579209283697011e+01
8.099926233291625977e+00,1.000000000000000000e+00,6.666667014360427856e-02,5.333333350718021393e-01,4.666666649281978607e-01,5.333333333333333259e-01,4.666666666666666741e-01,3.005178930410430937e-01,1.721840693941566158e+01
8.124971866607666016e+00,8.333333134651184082e-01,6.666667014360427856e-02,4.499999918043613434e-01,3.833333216607570648e-01,4.499999999999999556e-01,3.833333333333333037e-01,3.005463613179515936e-01,1.722003805153252998e+01
8.149917364120483398e+00,6.666666865348815918e-01,6.666667014360427856e-02,3.666666783392429352e-01,3.000000081956386566e-01,3.666666666666665853e-01,2.999999999999999334e-01,3.005691359394784268e-01,1.722134294122602327e+01
8.175140857696533203e+00,5.000000000000000000e-01,6.666667014360427856e-02,2.833333350718021393e-01,2.166666649281978607e-01,2.833333333333332149e-01,2.166666666666665908e-01,3.005873556366998600e-01,1.722238685298081862e+01
8.200111389160156250e+00,3.333333432674407959e-01,6.666667014360427856e-02,2.000000067055225372e-01,1.333333365619182587e-01,1.999999999999998723e-01,1.333333333333332482e-01,2.997545627594828677e-01,1.717467133590772832e+01
8.225208997726440430e+00,2.227272689342498779e-01,1.060606073588132858e-02,1.166666648350656033e-01,1.060606040991842747e-01,1.166666666666665436e-01,1.060606060606060635e-01,2.997545627594828677e-01,1.717467133590772832e+01
8.250027179718017578e+00,1.818181872367858887e-01,-3.030303120613098145e-02,7.575757801532745361e-02,1.060606092214584351e-01,7.575757575757575968e-02,1.060606060606060635e-01,2.977881239896635890e-01,1.706200269372618550e+01
8.274977684020996094e+00,1.818181872367858887e-01,-3.030303120613098145e-02,7.575757801532745361e-02,1.060606092214584351e-01,7.575757575757575968e-02,1.060606060606060635e-01,2.949877883434995907e-01,1.690155527998094698e+01
8.300116062164306641e+00,1.818181872367858887e-01,-3.030303120613098145e-02,7.575757801532745361e-02,1.060606092214584351e-01,7.575757575757575968e-02,1.060606060606060635e-01,2.880714211317984552e-01,1.650527662918780791e+01
8.325015068054199219e+00,1.818181872367858887e-01,-3.030303120613098145e-02,7.575757801532745361e-02,1.060606092214584351e-01,7.575757575757575968e-02,1.060606060606060635e-01,2.838396683238590956e-01,1.626281505335024846e+01
8.349946498870849609e+00,1.818181872367858887e-01,-3.030303120613098145e-02,7.575757801532745361e-02,1.060606092214584351e-01,7.575757575757575968e-02,1.060606060606060635e-01,2.789202852896219831e-01,1.598095516768020019e+01
8.375268936157226562e+00,1.818181872367858887e-01,-3.030303120613098145e-02,7.575757801532745361e-02,1.060606092214584351e-01,7.575757575757575968e-02,1.060606060606060635e-01,2.737575942319237510e-01,1.568515475914415980e+01
8.399949550628662109e+00,1.818181872367858887e-01,-3.030303120613098145e-02,7.575757801532745361e-02,1.060606092214584351e-01,7.575757575757575968e-02,1.060606060606060635e-01,2.617213767451813666e-01,1.499553029585226227e+01
8.424918889999389648e+00,1.818181872367858887e-01,-3.030303120613098145e-02,7.575757801532745361e-02,1.060606092214584351e-01,7.575757575757575968e-02,1.060606060606060635e-01,2.547829327175600844e-01,1.459798673668181124e+01
8.450550079345703125e+00,1.818181872367858887e-01,-3.030303120613098145e-02,7.575757801532745361e-02,1.060606092214584351e-01,7.575757575757575968e-02,1.060606060606060635e-01,2.547829327175600844e-01,1.459798673668181124e+01
8.475145578384399414e+00,1.818181872367858887e-01,-3.030303120613098145e-02,7.575757801532745361e-02,1.060606092214584351e-01,7.575757575757575968e-02,1.060606060606060635e-01,2.476981967075774227e-01,1.419206126434544935e+01
8.500154495239257812e+00,1.818181872367858887e-01,-3.030303120613098145e-02,7.575757801532745361e-02,1.060606092214584351e-01,7.575757575757575968e-02,1.060606060606060635e-01,2.331396714156071526e-01,1.335791920918108922e+01
8.525357246398925781e+00,1.818181872367858887e-01,-3.030303120613098145e-02,7.575757801532745361e-02,1.060606092214584351e-01,7.575757575757575968e-02,1.060606060606060635e-01,2.245544606720496217e-01,1.286602286734487066e+01
8.550364255905151367e+00,1.818181872367858887e-01,-3.030303120613098145e-02,7.575757801532745361e-02,1.060606092214584351e-01,7.575757575757575968e-02,1.060606060606060635e-01,2.152319228165865961e-01,1.233188079387589831e+01
8.575179100036621094e+00,1.818181872367858887e-01,-3.030303120613098145e-02,7.575757801532745361e-02,1.060606092214584351e-01,7.575757575757575968e-02,1.060606060606060635e-01,2.053195232715991358e-01,1.176394213510071829e+01
8.600253105163574219e+00,1.818181872367858887e-01,-3.030303120613098145e-02,7.575757801532745361e-02,1.060606092214584351e-01,7.575757575757575968e-02,1.060606060606060635e-01,1.847870263122437795e-01,1.058751671646446191e+01
8.625285148620605469e+00,1.818181872367858887e-01,-3.030303120613098145e-02,7.575757801532745361e-02,1.060606092214584351e-01,7.575757575757575968e-02,1.060606060606060635e-01,1.754412752317365820e-01,1.005204462317156988e+01
8.650157451629638672e+00,1.818181872367858887e-01,-3.030303120613098145e-02,7.575757801532745361e-02,1.060606092214584351e-01,7.575757575757575968e-02,1.060606060606060635e-01,1.673510820521765807e-01,9.588510698537257682e+00
8.675168037414550781e+00,1.818181872367858887e-01,-3.030303120613098145e-02,7.575757801532745361e-02,1.060606092214584351e-01,7.575757575757575968e-02,1.060606060606060635e-01,1.673510820521765807e-01,9.588510698537257682e+00
8.700470447540283203e+00,1.818181872367858887e-01,-3.030303120613098145e-02,7.575757801532745361e-02,1.060606092214584351e-01,7.575757575757575968e-02,1.060606060606060635e-01,1.551489707899712800e-01,8.889381222063844845e+00
8.725549221038818359e+00,1.818181872367858887e-01,-3.030303120613098145e-02,7.575757801532745361e-02,1.060606092214584351e-01,7.575757575757575968e-02,1.060606060606060635e-01,1.508104423411871786e-01,8.640801852651074810e+00
8.750608921051025391e+00,1.818181872367858887e-01,-3.030303120613098145e-02,7.575757801532745361e-02,1.060606092214584351e-01,7.575757575757575968e-02,1.060606060606060635e-01,1.473396195821599086e-01,8.441938357120861269e+00
8.775466680526733398e+00,1.818181872367858887e-01,-3.030303120613098145e-02,7.575757801532745361e-02,1.060606092214584351e-01,7.575757575757575968e-02,1.060606060606060635e-01,1.445629613749380704e-01,8.282847560696687594e+00
8.800688505172729492e+00,1.818181872367858887e-01,-3.030303120613098145e-02,7.575757801532745361e-02,1.060606092214584351e-01,7.575757575757575968e-02,1.060606060606060635e-01,1.405645735565386745e-01,8.053756813845881268e+00
8.825129747390747070e+00,1.818181872367858887e-01,-3.030303120613098145e-02,7.575757801532745361e-02,1.060606092214584351e-01,7.575757575757575968e-02,1.060606060606060635e-01,1.388361283968639892e-01,7.954724201076706969e+00
8.850471735000610352e+00,1.818181872367858887e-01,-3.030303120613098145e-02,7.575757801532745361e-02,1.060606092214584351e-01,7.575757575757575968e-02,1.060606060606060635e-01,1.374533722691242410e-01,7.875498110861366641e+00
8.875302791595458984e+00,1.818181872367858887e-01,-3.030303120613098145e-02,7.575757801532745361e-02,1.060606092214584351e-01,7.575757575757575968e-02,1.060606060606060635e-01,1.366539635245095363e-01,7.829695363689092247e+00
8.900612592697143555e+00,1.818181872367858887e-01,-3.030303120613098145e-02,7.575757801532745361e-02,1.060606092214584351e-01,7.575757575757575968e-02,1.060606060606060635e-01,1.360144365288177837e-01,7.793053165951273620e+00
8.925361394882202148e+00,1.818181872367858887e-01,-3.030303120613098145e-02,7.575757801532745361e-02,1.060606092214584351e-01,7.575757575757575968e-02,1.060606060606060635e-01,1.355028149322644038e-01,7.763739407761020672e+00
8.950512170791625977e+00,1.818181872367858887e-01,-3.030303120613098145e-02,7.575757801532745361e-02,1.060606092214584351e-01,7.575757575757575968e-02,1.060606060606060635e-01,1.350935176550216998e-01,7.740288401208817781e+00
8.975424766540527344e+00,1.818181872367858887e-01,-3.030303120613098145e-02,7.575757801532745361e-02,1.060606092214584351e-01,7.575757575757575968e-02,1.060606060606060635e-01,1.344592836756504095e-01,7.703949470967055291e+00
9.000546932220458984e+00,1.818181872367858887e-01,-3.030303120613098145e-02,7.575757801532745361e-02,1.060606092214584351e-01,7.575757575757575968e-02,1.060606060606060635e-01,1.335459867453557270e-01,7.651621411418916274e+00
9.025504350662231445e+00,1.818181872367858887e-01,-3.030303120613098145e-02,7.575757801532745361e-02,1.060606092214584351e-01,7.575757575757575968e-02,1.060606060606060635e-01,1.335280551054947584e-01,7.650594004135133908e+00
9.050263404846191406e+00,1.818181872367858887e-01,-3.030303120613098145e-02,7.575757801532745361e-02,1.060606092214584351e-01,7.575757575757575968e-02,1.060606060606060635e-01,1.332069136360288508e-01,7.632193953308108014e+00
9.075469732284545898e+00,1.818181872367858887e-01,-3.030303120613098145e-02,7.575757801532745361e-02,1.060606092214584351e-01,7.575757575757575968e-02,1.060606060606060635e-01,1.329500004604561303e-01,7.617473912646487655e+00
9.100291967391967773e+00,1.818181872367858887e-01,-3.030303120613098145e-02,7.575757801532745361e-02,1.060606092214584351e-01,7.575757575757575968e-02,1.060606060606060635e-01,1.327444699199979428e-01,7.605697880117190834e+00
9.124982118606567383e+00,3.484848439693450928e-01,-3.030303120613098145e-02,1.590909063816070557e-01,1.893939375877380371e-01,1.590909090909091161e-01,1.893939393939393923e-01,1.325800454876313872e-01,7.596277054093753200e+00
9.150248289108276367e+00,4.545454680919647217e-01,0.000000000000000000e+00,2.272727340459823608e-01,2.272727340459823608e-01,2.272727272727272929e-01,2.272727272727272929e-01,1.324485059417381538e-01,7.588740393275003271e+00
9.175473213195800781e+00,4.545454680919647217e-01,0.000000000000000000e+00,2.272727340459823608e-01,2.272727340459823608e-01,2.272727272727272929e-01,2.272727272727272929e-01,1.323432743050235727e-01,7.582711064620004215e+00
9.200304269790649414e+00,4.545454680919647217e-01,0.000000000000000000e+00,2.272727340459823608e-01,2.272727340459823608e-01,2.272727272727272929e-01,2.272727272727272929e-01,1.321917407481545403e-01,7.574028831356802272e+00
9.225327968597412109e+00,4.545454680919647217e-01,0.000000000000000000e+00,2.272727340459823608e-01,2.272727340459823608e-01,2.272727272727272929e-01,2.272727272727272929e-01,1.321378621501566597e-01,7.570941815085442173e+00
9.250483989715576172e+00,4.545454680919647217e-01,0.000000000000000000e+00,2.272727340459823608e-01,2.272727340459823608e-01,2.272727272727272929e-01,2.272727272727272929e-01,1.296403900111413321e-01,7.427847202068353916e+00
9.275223493576049805e+00,4.545454680919647217e-01,0.000000000000000000e+00,2.272727340459823608e-01,2.272727340459823608e-01,2.272727272727272929e-01,2.272727272727272929e-01,1.199725083605008569e-01,6.873918386654683133e+00
9.300538539886474609e+00,4.545454680919647217e-01,0.000000000000000000e+00,2.272727340459823608e-01,2.272727340459823608e-01,2.272727272727272929e-01,2.272727272727272929e-01,8.187522156650088589e-02,4.691104642458997276e+00
9.325293779373168945e+00,4.545454680919647217e-01,0.000000000000000000e+00,2.272727340459823608e-01,2.272727340459823608e-01,2.272727272727272929e-01,2.272727272727272929e-01,8.187522156650088589e-02,4.691104642458997276e+00
9.350096464157104492e+00,4.545454680919647217e-01,0.000000000000000000e+00,2.272727340459823608e-01,2.272727340459823608e-01,2.272727272727272929e-01,2.272727272727272929e-01,6.764775035624061295e-02,3.875930588967198442e+00
9.375247240066528320e+00,4.545454680919647217e-01,0.000000000000000000e+00,2.272727340459823608e-01,2.272727340459823608e-01,2.272727272727272929e-01,2.272727272727272929e-01,5.657256954560951900e-02,3.241369471173758843e+00
