theta_true[deg],theta_hat[deg]
0.5126188386905576,-6.5373669101809755
-0.8993920387764939,-6.995656013906431
-2.6144796596373405,-7.480113266183198
-4.55073206086885,-7.982423848645379
-6.622633232567291,-8.493386962874641
-8.730845977888071,-9.003102462147883
-10.771783672381407,-9.505134294690222
-12.634079483268563,-9.995414671568753
-14.205408887645294,-10.473962980483034
-15.365458048016354,-10.928179132648417
-16.215429304780077,-11.347096442912662
-16.813406251261316,-11.733932684757288
-17.262129843290165,-12.091945055857373
-17.606617254438273,-12.424190834121223
-17.86753536341353,-12.733397813380599
-18.054964250393617,-13.021901193149663
-18.179299836505734,-13.291620164346764
-18.245807684682603,-13.544057714600143
-18.348627869359166,-13.780313643199726
-18.43184699471943,-14.001104878190667
-18.500344196817544,-14.206789800709434
-18.55448975793141,-14.397394940697943
-18.59648834993909,-14.574901901117215
-18.627618091770078,-14.740660685386409
-18.648232994918914,-14.895816971062139
-18.658748562145938,-15.041360144195913
-18.67300147899334,-15.178155056909326
-18.68389905147896,-15.306964053986938
-18.691949381514636,-15.428463045021907
-18.697515710828156,-15.543253808670578
-18.705349381999284,-15.651873806784259
-18.70918344239159,-15.754804267476082
-18.71163882067007,-15.852476999866575
-18.712814224838024,-15.941167951299484
-18.71465580481611,-16.031065910906776
-18.716019856880642,-16.13704176396188
-18.716974577315817,-16.25331808443696
-18.721911550483398,-16.367088953146737
-18.730012173064946,-16.46540824936812
-18.738125747431702,-16.53801335224267
-18.74498689781257,-16.578019391852163
-18.747748421016812,-16.581625681742192
-18.741063129053302,-16.54744660111917
-18.718444772489086,-16.475774438194208
-18.675271680697403,-16.36792600459438
-18.61443093394927,-16.22576192841783
-18.518510377668704,-16.04847442967514
-18.390835274886097,-15.840016221589135
-18.236612462050342,-15.606020035785132
-18.06247073389675,-15.354210901501439
-17.876308651923935,-15.116026959571826
-17.68687823999918,-14.91153560602962
-17.50370221446199,-14.737116675944815
-17.338005009725716,-14.58980914792496
-17.190428087140052,-14.466954991963792
-17.06534752389512,-14.365999772904825
-16.966498555337395,-14.284379621611528
-16.892877044692714,-14.219455891429337
-16.83990626818656,-14.168476283585903
-16.80449278061972,-14.128551107036955
-16.783366563414877,-14.09663904164799
-16.77242698391404,-14.069540120673555
-16.755408487602168,-14.043895636869209
-16.74186993480613,-14.021100685490776
-16.731241353826114,-14.000834609586573
-16.72311527226298,-13.982812736786482
-16.71703405587554,-13.966782349933137
-16.712688324977243,-13.952519119050603
-16.70991483586485,-13.939823935325958
-16.708546687843665,-13.928520098146773
-16.70640075514202,-13.91845081403616
-16.704760006275258,-13.909476972060556
-16.703547940936804,-13.901475164992998
-16.702709869107025,-13.894335929143462
-16.707244675294046,-13.887962178989337
-16.740299865209206,-13.908582563715836
-16.74716823259343,-13.964991262566699
-16.857048828414676,-14.03386127048569
-16.908649122238057,-14.065578658206423
-16.871287228365464,-14.011150175584426
-16.722500891870446,-13.850157789154707
-16.435311640649086,-13.59699852502581
-16.02348638174953,-13.289108776593771
-15.53128874777644,-12.973685544915671
-15.001212100368553,-12.6968345616325
-14.47010562653081,-12.497064368841269
-13.968096825364574,-12.402204729509403
-13.522770173276985,-12.42824231168748
-13.161343420526547,-12.577520113414845
-12.895192249740152,-12.84510624085194
-12.777007918268707,-13.218177451512187
-12.822577565855234,-13.680338403187072
-13.001259349563888,-14.182845429826358
-13.360338589772914,-14.668846050614942
-13.685192557173043,-15.088814288829916
-14.008270636339239,-15.43006994618898
-14.299044567723861,-15.707176279729687
-14.534254331739767,-15.939145465401793
-14.738372099404334,-16.13766556837274
-14.92842109403342,-16.31027051314174
-15.10237565029077,-16.461986321878644
-15.253792040283148,-16.596216197658713
-15.37857119900737,-16.715241021173274
-15.472659543515547,-16.820521089728246
-15.536361068716294,-16.912891067653472
-15.571171146961754,-16.99363798489527
-15.608656615107646,-17.065322227418545
-15.638477051665458,-17.129710682920553
-15.66188789399025,-17.188102986896332
-15.679786653434311,-17.241498231693107
-15.69318132937996,-17.290686334070337
-15.702753371126391,-17.3363026112983
-15.708862344320636,-17.378863393317182
-15.711875869612598,-17.418791097682437
-15.717745417812502,-17.456432907186276
-15.728314442171625,-17.492075208662676
-15.749228418323625,-17.53166888406023
-15.856301151856309,-17.602059636611756
-15.957581369486384,-17.71710190172405
-16.006691172089106,-17.852375884442058
-15.880963885876389,-17.937258924548125
-15.74885106365597,-17.906905817299567
-15.451940915129407,-17.71401321593631
-14.982057823196328,-17.331243911086275
-14.346375013649016,-16.750395294239155
-13.586031816815836,-15.98040546300171
-12.68777092149328,-15.045120479574475
-11.692774496655652,-13.981051096127398
-10.650461083026714,-12.834984360200703
-9.61072791618832,-11.661233956833549
-8.628850440605573,-10.518427562948084
-7.760141048386945,-9.465982302398743
-7.0528661793747,-8.5607242085708
-6.54593883762686,-7.849075443346215
-6.1230052837344875,-7.327608639988883
-5.790918339619228,-6.951576133821398
-5.5240258601833325,-6.673060344835867
-5.442587668176069,-6.461180486476528
-5.329397693174789,-6.295127665499783
-5.251489292602068,-6.160616849798621
-5.203773110983763,-6.047784286325132
-5.18333743257116,-5.949824568465622
-5.1456103336988415,-5.862062550829214
-5.114911619942517,-5.781306208765122
-5.09075207492271,-5.7053915054503
-5.069004774155388,-5.632862271555516
-5.050662595803782,-5.562746059800268
-5.03492295681083,-5.494398277246794
-5.0220608998440905,-5.427394666085795
-5.014094095845433,-5.361457769244871
-5.004123135924428,-5.296407079286033
-4.993944981468309,-5.232125542031915
-4.985568092436713,-5.168537250400212
-4.977858060033341,-5.105592724695092
-4.969853084466047,-5.043259289342777
-4.964810619225944,-4.9815148421530955
-4.956816311359603,-4.9114616442459385
-4.920395590228398,-4.796756556783249
-4.866270539487377,-4.6344253882369495
-4.795045325192663,-4.448732515182642
-4.732818859855764,-4.284982530885221
-4.6121550138787955,-4.21043852047308
-4.667481808766968,-4.308817666045936
-4.938947823323622,-4.647661113040608
-5.558581527662698,-5.263652706932084
-6.265101849784935,-6.164185988656461
-7.232330526648714,-7.3354727836100535
-8.44475693979865,-8.748836933699884
-9.877290669736917,-10.36350383663165
-11.431464869298757,-12.125405220640058
-13.157583314058744,-13.97220167043465
-14.979796804994853,-15.82929063820518
-16.808219534295237,-17.607395376050032
-18.556769431131663,-19.20833576576085
-20.17757608126693,-20.593802859510514
-21.61178929016552,-21.754221942177427
-22.841781661111774,-22.704168544927207
-23.843681016759994,-23.483769981380448
-24.838719074401148,-24.14545867567164
-25.728037382785196,-24.71703879992314
-26.515204610797838,-25.216082340479133
-27.016310700470708,-25.655040543158016
-27.50844834627848,-26.043274248269576
-27.900111339824427,-26.387979112859828
-28.200398695035844,-26.69469113330891
-28.41325624259985,-26.96761528357779
-28.650381925725096,-27.208191587661194
-28.85140388671597,-27.423458459445495
-29.018827481090852,-27.61784864073746
-29.154443482441856,-27.794613895308824
-29.263801202441872,-27.95632963858628
-29.34697863540715,-28.105103190672192
-29.40729638285275,-28.242682089618423
-29.44383832296399,-28.370524334587056
-29.489478100782964,-28.4898506500362
-29.52844744761078,-28.60168593568636
-29.561276137718465,-28.70689298946348
-29.586027240628663,-28.813801116015778
-29.610933090929198,-28.898925678320012
-29.640559460278908,-28.97726317194983
-29.670661566560234,-29.06794379174246
-29.702597649086805,-29.181727525685428
-29.744458132661737,-29.321219548317263
-29.79400524155017,-29.475063018882945
-29.85229234266226,-29.61382200923589
-29.95190075579128,-29.71835732366342
-30.035650533534856,-29.77875050339328
-30.080850988821787,-29.789217386038537
-30.018069410309447,-29.744342572499512
-29.960731955430543,-29.63113995439595
-29.802799441800254,-29.441369597580636
-29.529730552751435,-29.162007805797277
-29.140594046568403,-28.77489417055305
-28.664846644557294,-28.25832170053862
-28.08809008262001,-27.65422086227484
-27.436034858782882,-27.008917407314083
-26.73570567601415,-26.367464501286335
-26.025653655111366,-25.77125359406538
-25.342692630712587,-25.25347337419056
-24.719256293088044,-24.82010246352657
-24.18419700575298,-24.450862461351964
-23.758940515221934,-24.1332685388837
-23.386756753828998,-23.857916127402216
-23.087634864486745,-23.61664330570764
-22.850725464826645,-23.401733990223452
-22.752501131280965,-23.205555829887867
-22.64432559423455,-23.030016181129696
-22.567834258791592,-22.873509585124694
-22.518294566618138,-22.734460180049055
-22.493512313026194,-22.611359070246536
-22.45468217270423,-22.502782700414528
-22.423769535893385,-22.40740062881231
-22.39946465955061,-22.32397734023688
-22.380831209222446,-22.251370703214334
-22.366728415127298,-22.188528556913653
-22.3566873783165,-22.134484289434468
-22.35017162803961,-22.0883519159528
-22.347940491936708,-22.04932096168922
-22.347361004917907,-22.06007547217304
-22.356662368257556,-22.101945595618087
-22.376084135647403,-22.129826701157114
-22.378693051200113,-22.10047111099024
-22.30761551349443,-21.982035615736237
-22.246473079618948,-21.75973068820093
-22.11388242213368,-21.44095406693185
-21.882264514179493,-21.05718908740579
-21.758652983832846,-20.67272288814863
-21.77405268888802,-20.375251953935585
-21.957553189081153,-20.246451740178376
-22.283915037884853,-20.339596537232936
-22.826291853169504,-20.671652531830986
-23.565759447415324,-21.227059793874023
-24.499084780401276,-21.961096200160043
-25.522843942071592,-22.816257266316192
-26.640001525049026,-23.738629989310212
-27.79769002478913,-24.66773030965452
-28.924944106403565,-25.517188841375113
-29.932503010271436,-26.263011088814718
-30.78077112688974,-26.904262515169528
-31.495433878422,-27.448919374257972
-31.966789597951973,-27.908791227078055
-32.27739820810711,-28.29760734085427
-32.59045804276532,-28.62601132378007
-32.82515543714509,-28.904846221672788
-32.99723118408545,-29.143614807157572
-33.11160874150296,-29.3507314258237
-33.24607580679067,-29.53369074145713
-33.35896255215843,-29.701997823154326
-33.45347149297214,-29.853211920586148
-33.48743681316631,-29.989204112849222
-33.532084206250246,-30.112097817816505
-33.563701941411225,-30.22374493385138
-33.58325085950041,-30.325703861942714
-33.59332059288114,-30.419279770737887
-33.609098381560756,-30.505566289919045
-33.621659063728956,-30.585481296302135
-33.63153482517717,-30.65979677764841
-33.639106125183105,-30.729163620862494
-33.64483649090365,-30.79413215636447
-33.65234499999369,-30.842773726851703
-33.67357201384934,-30.91323645640669
-33.86714294095916,-31.039417458922205
-34.09640448893007,-31.21714245211114
-34.28786246379707,-31.407449829832913
-34.34630932064376,-31.542454445276476
-34.425463922874755,-31.481896194150185
-33.96473658661809,-31.102323690518304
-32.683039388528,-30.322316358470687
-30.949919639554555,-29.08641004448411
-28.919192608207087,-27.360506613891303
-26.28637359807546,-25.136794022195936
-23.128500351647414,-22.440906452021192
-19.552565491388624,-19.339877893226163
-15.774146804329437,-15.928860275482915
-11.801872418911788,-12.3446617125038
-7.842164008987433,-8.757244469975635
-4.061344066300583,-5.332342062420318
-0.7962333439789584,-2.1983481761892816
2.1199579446016803,0.5699637554369468
4.590927985717723,2.952742357025642
6.603702159062252,4.979447240682231
8.151976554533903,6.6965310225439705
9.750860905915252,8.16917606531474
11.16477288356956,9.435737680068105
12.017900835783768,10.52626852639995
12.561999739420916,11.466454354541067
13.132372074566216,12.278615175995572
13.557064727669191,12.98203830516945
13.855992055305256,13.593201881595672
14.04219854106049,14.122376583904465
14.283051641433008,14.583529887850784
14.49067963788357,14.987849131425047
14.675190913137035,15.344500295517957
14.756079890759896,15.661066985778472
14.869030912441238,15.943847998220246
14.967036822886582,16.198082376758304
15.050776812099663,16.428129927162683
15.119146325147986,16.637619807748944
15.199268162480456,16.829574004598964
15.275039029125107,17.006510179440067
15.354479943749663,17.164780360180213
15.57209461014369,17.349190900887947
15.651977903836816,17.588808120982343
15.772475716666426,17.87651752615206
15.86690141840514,18.16347376669142
16.067611803137545,18.34608585742784
15.921505755046315,18.29743627239128
15.349237113959244,17.87283506434778
14.296692104728637,16.97003245239341
12.898690143900184,15.535591719932935
10.881637703263683,13.562068093373927
8.186638740223255,11.084814029896162
5.126643255012654,8.178697657087014
1.867311796515866,4.9455641985169265
-1.6149335541188818,1.5330481629574129
-5.154533687755551,-1.9024735277076914
-8.5728222510941,-5.198152464661501
-11.66963627078582,-8.173843805585257
-14.56820155610669,-10.76154945913866
-16.900516806103095,-12.954941358995452
-18.759462498673045,-14.788562770488166
-20.09273445209459,-16.31636612320981
-21.319458966748087,-17.58054982416079
-22.26083875964477,-18.625529317147596
-22.944521785322646,-19.486033182352685
-23.391209128216488,-20.192712420080575
-23.917123714790982,-20.77271412543626
-24.379117566758836,-21.249840441822297
-24.58433918813907,-21.64476657735329
-24.68959492079172,-21.97533416834993
-24.841108106213934,-22.257736159141448
-24.951563056957465,-22.497765306134607
-25.025654630599213,-22.702339453643145
-25.068873751764436,-22.877703185599312
-25.13353970111041,-23.02910054053289
-25.187429902811875,-23.16083208453936
-25.23424125270674,-23.276394521168623
-25.249286506696258,-23.37862177163559
-25.27211585197159,-23.46980802580809
-25.28833495591743,-23.55181028098603
-25.3003327284467,-23.6261323286876
-25.342293571077,-23.68977376110932
-25.433614802008567,-23.783298004436222
-25.57459316349719,-23.939031088333717
-25.71784961143788,-24.154347924565226
-25.933161619312493,-24.3564481002569
-25.717461121087087,-24.425876323023573
-25.29323506415014,-24.27222573409519
-24.596780117036243,-23.837216692821144
-23.677896705251985,-23.089235143330555
-22.36169921587148,-22.01947859406877
-20.69756858865339,-20.64078765435664
-18.757505622367294,-18.98800249818845
-16.6502710063565,-17.114380227898483
-14.421937791714917,-15.105826419796305
-12.165532628357667,-13.06426033697334
-10.038282561104488,-11.108060857531179
-8.172115467149403,-9.367619949879323
-6.607314943351685,-7.954249770454398
-5.3780835243265495,-6.886749205309089
-4.455945480819776,-6.111516107685419
-3.8051830197386636,-5.52979012836416
-3.1067323962630486,-5.08268519564332
-2.75059717903629,-4.734088754738056
-2.532794688431121,-4.458970572254787
-2.4320137900323093,-4.238984192863001
-2.271963419781952,-4.06034570703951
-2.1533677058242895,-3.9126001518968225
-2.0708454915747496,-3.78779929146779
-2.019447452450364,-3.6799054914737925
-1.9434339706611332,-3.582350601607192
-1.87524852511179,-3.492480559192044
-1.844889665190218,-3.408334387344835
-1.8289244412776005,-3.328479207030019
-1.8052783516909154,-3.25187725930977
-1.7877626912099747,-3.177782227600202
-1.775218997713149,-3.1056603032716317
-1.7660940233103035,-3.0351311609621567
-1.7534817710987332,-2.9659244425435793
-1.744818471817521,-2.8978480414522614
-1.749901939329302,-2.8307652071275538
-1.7880169323013457,-2.773752110626466
-1.8544356814938645,-2.7729723624920606
-1.9286818146956062,-2.8316227036660977
-1.9773100218826614,-2.913090012987923
-2.083994576463342,-2.9598988189331994
-1.99578849397921,-2.890611586680732
-1.6718250044156617,-2.607510190803727
-1.0823952129803478,-2.0361775768724546
-0.31911007524314555,-1.1409602541801847
0.8992233732807651,0.07626161441254015
2.37090190628725,1.5853987724059153
4.065983412470253,3.3381015911650374
5.867340716254976,5.275135549912734
7.850656811302051,7.33120480216211
9.932772790327036,9.439281654627976
12.020684865486015,11.528266560989017
13.988196017895929,13.523246717106087
15.845404797570566,15.35157506293925
17.575072541742244,16.987370530539028
19.079621703080225,18.41480794181519
20.307172160668586,19.633640090726544
21.510628107973982,20.671031599563694
22.573737206899274,21.57038863241419
23.496948619230118,22.350909851302795
24.26782452507171,23.028048698002614
25.10025710072496,23.61563155598598
25.71241386022756,24.126105059175764
26.216552366721732,24.570606450064886
26.594136054049077,24.95904660118095
26.994853476120895,25.300212288836626
27.34052928827407,25.606266543398725
27.631048587917945,25.87898578988667
27.864369454016625,26.122680038837885
28.116281305599966,26.341369144598744
28.342906684041452,26.5385158360789
28.48799153426007,26.717069362779753
28.58591109269767,26.87953698675689
28.6826878888128,27.028049622176937
28.75378648993283,27.164418623028055
28.806043512777315,27.290184383879264
28.843153321489574,27.406657776862872
28.899251500781826,27.49368549267298
28.98794826072606,27.590122792043204
29.12160925926046,27.731307394539662
29.271582847031354,27.920816559307198
29.419893692382924,28.13052834080993
29.4987290083359,28.304591191621164
29.42209233262324,28.354273440227157
29.373539935149704,28.142811389408557
28.722027950517642,27.49987087808062
27.404121823698986,26.312281846083227
25.3902346778235,24.503397994328147
22.895226634664365,22.038621796755677
19.399071569803095,18.929870560897715
15.359180286855022,15.243034558382355
10.896161361735215,11.069465935563553
6.283262502643945,6.55039365032239
1.4716169297549284,1.854518900883247
-3.3194395554717024,-2.8098174008545906
-7.903085209260901,-7.237498954773053
-12.077578797667002,-11.268596124711728
-15.813310448355047,-14.812351183903694
-19.048474874652513,-17.84482702751823
-21.673073176568384,-20.39091453099492
-23.660486173316286,-22.50976720900005
-25.597008514328525,-24.282719292174296
-27.194802793428774,-25.76158787218335
-28.476115789713234,-26.99263573625027
-29.454760543411922,-28.016329070432313
-30.547796006690444,-28.867075132123215
-31.212836956888502,-29.573469188031122
-31.682003562154076,-30.15559766680576
-31.963552293778392,-30.640039740687193
-32.302175630147445,-31.045102302876607
-32.56591482049032,-31.38518246695849
-32.76294368456875,-31.67193719139714
-32.89887720843562,-31.914860803776087
-33.07070896528153,-32.12169805256081
-33.22362035445573,-32.298771984813634
-33.30152557521276,-32.45124923265786
-33.34737579886309,-32.58335517390179
-33.40599157221946,-32.698548490622045
-33.45199393523242,-32.79966286079099
-33.48802394383122,-32.87782287045076
-33.53683590269594,-32.98442448903747
-33.60189445892821,-33.10311089240575
-33.66166520734484,-33.21564747177616
-33.70023835630444,-33.30406362963622
-33.69598135279843,-33.3529449046044
-33.64638196927833,-33.33688708605201
-33.52951154774644,-33.231060526500485
-33.329085877561916,-33.01879989111148
-33.090851166751605,-32.687533149710674
-32.70917495644902,-32.227315968552794
-32.185337724372985,-31.632413436032756
-31.5330973748544,-30.907671114400596
-30.823015106995843,-30.062912029157303
-29.91471576067719,-29.11882110227614
-28.93041667641861,-28.109883534329054
-27.893882832546108,-27.084884250451868
-26.868024271521705,-26.067829052801283
-25.81012651909409,-25.079297494460786
-24.756368034822664,-24.14513053843247
-23.73801597394152,-23.28761374333044
-22.795006400016,-22.518291663240472
-21.934403624474132,-21.821550345871998
-21.171791535936507,-21.179052200688606
-20.53501695927727,-20.582930661901525
-20.040361951488823,-20.0292768463902
-19.58437634779156,-19.51589775175385
-19.228413167297575,-19.041451197215164
-18.971488679097597,-18.60508701717742
-18.801269331202732,-18.20114765242686
-18.595892109608734,-17.826627578583523
-18.495373635754802,-17.47892779007716
-18.431000399020597,-17.155738901202223
-18.400184548190232,-16.854981128047168
-18.351903407588246,-16.57476950889659
-18.31614172995292,-16.313390782634908
-18.291111597069964,-16.069285967143426
-18.275534827365583,-15.841035974984976
-18.253835160706636,-15.627349055292967
-18.23822165992613,-15.427049498618459
-18.247742407588937,-15.239067332688052
-18.278174547797168,-15.079733587368452
-18.302537040715663,-14.952786532399116
-18.30264892668516,-14.832174704423526
-18.263009265570847,-14.67713965698237
-18.178698342513716,-14.459391004748554
-18.00860520536394,-14.173575111865883
-17.761789674071508,-13.847961531423262
-17.462488315820735,-13.54262528259509
-17.13930387981352,-13.321365788740664
-16.8158593660364,-13.234510472834351
-16.520458507623243,-13.311406792967738
-16.282300322693974,-13.558511214011837
-16.104613089427858,-13.960479752453399
-16.058207136878465,-14.486623137223987
-16.153441020322205,-15.092747113142078
-16.392408651183807,-15.736327872453373
-16.743325969567255,-16.389876400750726
-17.187276719314056,-17.02479636411246
-17.673959610491437,-17.594335290772314
-18.17137046711371,-18.049783977230476
-18.641200677566353,-18.382728573985688
-19.044499153086193,-18.606290987376394
-19.392496706124383,-18.744199374012393
-19.685826206358946,-18.82140930763783
-19.920343627564524,-18.854615830096993
-20.096827434205878,-18.856061029831057
-20.22139225582596,-18.835259908737243
-20.300276071894412,-18.799916029119938
-20.340485872009275,-18.756473089718778
-20.393559754007303,-18.710478026742862
-20.433047012344367,-18.66716730564422
-20.462217312632507,-18.624519569748927
-20.482386858086983,-18.581928411071758
-20.510772096879382,-18.539337459988573
-20.524664781088696,-18.496876023639388
-20.53356182274871,-18.454712740228032
-20.53782088944375,-18.413001961699237
-20.5444938383449,-18.371868265860584
-20.549436469038884,-18.331405695561088
-20.552895890163455,-18.291681935049027
-20.534020315251308,-18.252743504419968
-20.49423233896553,-18.21557537391037
-20.444513724621814,-18.14310124037313
-20.405710154339573,-18.013913834183633
-20.40185932831959,-17.833629811251736
-20.45796935001159,-17.65900894042658
-20.59895292010312,-17.580920095862226
-20.8491911107281,-17.677333808032373
-21.164272978318056,-17.992688808058126
-21.6685071402501,-18.537993559744734
-22.353638956229794,-19.300970191982444
-23.2004867761907,-20.255896338061927
-24.181532982519656,-21.369282742820143
-25.256104265320666,-22.60255128785525
-26.379924641963186,-23.913842772899248
-27.50539267816204,-25.253398177279465
-28.550702457353943,-26.57480685982435
-29.562679097133454,-27.826591257025314
-30.52271609142241,-28.93447145769724
-31.419073055098025,-29.887050460763373
-32.223341745312474,-30.689557402215375
-32.973216814728374,-31.383865419244422
-33.637631149196686,-32.00345036017
-34.21646266135193,-32.55954718439952
-34.700262206053665,-33.06048035842592
-35.216912573285455,-33.51315301229078
-35.692366220508916,-33.92327921878426
-36.119981255526206,-34.295521030353555
-36.489342264810645,-34.63361220643818
-36.79867245828781,-34.94047062915925
-37.04895072558325,-35.21829771942884
-37.237520001901466,-35.4635598241572
-37.36732736915603,-35.68641316835969
-37.506552021107225,-35.88991795518636
-37.6203880348935,-36.07647011220074
-37.713286939038774,-36.24811527146635
-37.7845810935612,-36.40660812562241
-37.867664755820755,-36.55345546789435
-37.92005226837624,-36.689952838720316
-37.96072796871667,-36.81721586964527
-37.98863010567074,-36.936207035256345
-38.021930436480325,-37.04775844273358
-38.05166957498557,-37.152591217009146
-38.08073896622179,-37.22315263885507
-38.17183264886934,-37.31783210527415
-38.33290750502238,-37.46552294455345
-38.53795494825624,-37.66161009962966
-38.50146934427201,-37.889010192931764
-38.682376334128804,-38.0184159787697
-38.62436254318749,-37.96377244755401
-38.24261192875194,-37.641657987589184
-37.46268287313854,-36.960251832964964
-36.446690102809086,-35.86952140430061
-34.79933440263242,-34.3351758471779
-32.552065647248696,-32.33911268017985
-29.757129603814995,-29.904314697352532
-26.472703354525365,-27.04965013715498
-22.779516998687136,-23.839745579374434
-18.779563811686668,-20.37020340373728
-14.61043996393106,-16.75965832467145
-10.562550442925936,-13.085693914193875
-6.507074831120725,-9.420142149162338
-2.5383087141735974,-5.8209421636775085
1.2893456211896366,-2.3256896605809305
4.5474952252278555,1.0137049515844727
7.725367052012857,4.130158232283528
10.566883488792179,6.958579265982873
13.02745248701891,9.461987952631631
15.042098824735813,11.653018469364472
17.00642125062913,13.551861008887528
18.683264531576906,15.184073461401962
20.079756325219652,16.577894180407828
21.21445972071805,17.766832449382893
22.134737241782755,18.78376978638215
22.84669701430404,19.65742820610438
23.362765299297294,20.412220098267138
23.68678828189076,21.0684858124693
24.054734090660936,21.642954844222626
24.354149452146345,22.149291974681258
24.59637986841717,22.598634544557793
24.786660686441017,23.000070626201417
24.93774780022217,23.36103998716288
25.055467020306416,23.68765877770573
25.143201409469533,23.979328463044734
25.225912316293854,24.275288407796616
25.379357710917574,24.607967595496298
25.604951391399307,24.9779132544943
25.893616014135404,25.331940300138438
26.51535167621321,25.562620098424933
26.74836500547957,25.52673900053208
26.411609584638626,25.047567944873613
25.10649535818409,23.981623243614454
23.552285254189982,22.238428467473593
21.22287663157096,19.783990885665485
18.14315147322034,16.63411970113803
14.390484028146084,12.844863251034074
10.21838710514957,8.51164862077179
5.542817419824717,3.7526090506690175
0.5674057577563465,-1.2849105776221523
-4.4711516287163615,-6.4111119731662525
-9.313485873810453,-11.319952483369207
-13.719322477350582,-15.708382556530896
-17.49906628581508,-19.368470991380025
-20.55351899300227,-22.275909563436507
-22.84564377177953,-24.54899488952036
-25.09352095233504,-26.31607378145633
-27.031651945614218,-27.699752605493867
-28.69382521031582,-28.790319078566327
-29.582477778759422,-29.65669871281221
-30.511120754629275,-30.351287744620347
-31.21972258574025,-30.91377636580812
-31.727727997685584,-31.374397402489606
-32.04798011785167,-31.7593944337505
-32.44897036291625,-32.08148185642696
-32.791443006398005,-32.35215358283514
-33.08262772616507,-32.58094707950133
-33.32409469388056,-32.77557881897721
-33.521555225235474,-32.94225910265433
-33.67336366293135,-33.085992195208945
-33.78289749819324,-33.21082240456073
-33.853225328055736,-33.32002824904541
-33.937742150406365,-33.41627478991197
-34.00609427858309,-33.50173362812549
-34.06405746013347,-33.56787448068118
-34.16614646215977,-33.65002383482511
-34.27496750765506,-33.781176531088086
-34.364668561040546,-33.93124116265303
-34.32147864214062,-34.037399617163935
-34.312793932134525,-34.050898761511235
-34.17339602675876,-33.936644006802666
-33.87656403618716,-33.67216228367672
-33.420123597854435,-33.24680582090899
-32.83583361296207,-32.661245992912065
-32.09918521998675,-31.927133591692034
-31.24085897669258,-31.06674691140852
-30.289817135806047,-30.11244781981242
-29.32617173646568,-29.10513577084956
-28.37813525510608,-28.097097023494932
-27.493045201942103,-27.141914672041313
-26.72467699154004,-26.294667324617475
-26.120054911540336,-25.609462025049492
-25.623562848357306,-25.063038537124694
-25.23614204000069,-24.611405111374474
-24.93199810541464,-24.223531810430025
-24.824431970875743,-23.885006045005156
-24.68647962317157,-23.586703303659316
-24.584940776827448,-23.321914700437855
-24.514631245313367,-23.0854321276816
-24.472165423751544,-22.873170281795776
-24.40919796797781,-22.681956447570137
-24.35430319931469,-22.50938322849699
-24.306148249742947,-22.353692188154938
-24.286504063991618,-22.21367756431112
-24.26036114168501,-22.087381452316425
-24.24013196352127,-21.971854407370227
-24.225591890939288,-21.865147957433617
-24.21468967221506,-21.765833152789963
-24.203186168919004,-21.672798413700473
-24.195171353070695,-21.585152721677257
-24.188879238945425,-21.502171224929878
-24.184068603105832,-21.42325976357726
-24.1793256760993,-21.347929138709258
-24.176426477147288,-21.27577526201905
-24.17310839276957,-21.20646335594658
-24.159899504456106,-21.13013907053475
-24.13975654187635,-21.008315769011148
-24.115228764336518,-20.85100541738378
-24.092437343062308,-20.704688635107797
-24.04376353334124,-20.620698595466646
-24.06240268628948,-20.639369842965188
-24.163281710320522,-20.784879516049436
-24.390762605175848,-21.066132706359813
-24.655547847411007,-21.479859493378374
-25.015775084499523,-22.013778273144315
-25.464040364772266,-22.649110325983955
-25.987149265911455,-23.36238002182528
-26.55329335094043,-24.12656975160053
-27.169237763641515,-24.911573834123985
-27.809149324113207,-25.68666220334442
-28.445743400633425,-26.41367773249854
-29.02496045314642,-27.048536831271576
-29.54545374073739,-27.551426233590476
-29.985812561804117,-27.936561811293
-30.34020493322091,-28.24883937494787
-30.608281371213938,-28.508109708112602
-30.87286799058092,-28.72530593331314
-31.097155153596084,-28.907900251449824
-31.286115582158814,-29.06177491563744
-31.38101710915496,-29.19190943449828
-31.479091467118774,-29.30267524076815
-31.548912792601865,-29.39799254086926
-31.594682144305374,-29.48143145060698
-31.62177792829882,-29.556285095496683
-31.659564649340563,-29.625625189507655
-31.69274147809646,-29.693966869806854
-31.72085131972628,-29.758924120269906
-31.731001402375913,-29.82025131659287
-31.747170068291084,-29.878200078969197
-31.758459486321428,-29.93310064420478
-31.767316863469922,-29.985261599748295
-31.77226121391321,-30.034951213714915
-31.776881149609032,-30.082398681097796
-31.78091309958657,-30.127799440361226
-31.785870884141204,-30.171320643716566
-31.810405881795006,-30.213105930943524
-31.8201154170294,-30.248776532888254
-31.85644463716991,-30.315999337810158
-31.926327796120972,-30.459816174780958
-32.11172241648188,-30.60782676674904
-32.177538603271195,-30.68848477253736
-32.07491925737224,-30.6482179279502
-31.76608084820039,-30.449574623920533
-31.28199704764334,-30.068746251948237
-30.529175380171445,-29.494079769444905
-29.507547112269094,-28.725618264639603
-28.32307458763025,-27.775306941655742
-27.03922417914866,-26.667419778216342
-25.668730898185345,-25.438822283398455
-24.276004012711322,-24.13902292664649
-22.929179676919244,-22.826674590316344
-21.70620768655385,-21.573135220913013
