theta_true[deg],theta_hat[deg]
15.408050048485325,16.26948698783776
16.093789110752287,16.75585038657486
16.810175141703525,17.269376667231832
17.53469834739515,17.797296149769856
18.210847249061278,18.32497041669352
18.835534176927702,18.797627463250212
19.438469784903297,19.19321224014916
19.97908600604808,19.542801746049822
20.443532911438012,19.8587818834464
20.822672437349787,20.14645750396848
21.204879295008343,20.409142641336746
21.548428899913723,20.649523824711054
21.853947284291074,20.870035530940513
22.0509267620021,21.072970630875282
22.243254929505184,21.260518529388133
22.396125259218252,21.43478227564621
22.51313216736177,21.597788257916285
22.59268928053371,21.755400450489432
22.676856128544916,21.905874965730828
22.74346370549612,22.049260431658904
22.793702890839953,22.186005470559603
22.830870415532615,22.316608405448488
22.857919577765458,22.441534730225822
22.877178288617287,22.56120232730812
22.889675499107565,22.67598312258472
22.896146805653903,22.78620815379166
22.906214094491045,22.89217283578021
22.91536567351673,22.994141699304446
22.92289381776014,23.09235250252298
22.94512610963807,23.17466793605693
22.97938849674759,23.294680444991887
22.98155396937417,23.454183605490492
22.99484332224617,23.609731778295178
23.034203330799524,23.72271242593525
23.007941624740635,23.764880543993648
22.902874851848207,23.717235477843698
22.71509509430876,23.56846406406555
22.459935618463085,23.31395096245693
22.12218029302637,22.955378341567897
21.7173234670142,22.5007271977454
21.258038666826522,21.964447097043873
20.782723330665693,21.36535264666804
20.301673810801418,20.734716563092643
19.841222824230083,20.106029608215827
19.42437443789412,19.51627250099644
19.078343429156554,19.004318865967672
18.79440185881891,18.62998237319385
18.56843589095189,18.350867779277593
18.45198299525967,18.128392448756976
18.399750793380242,17.945444706572978
18.33264591329615,17.792420987785764
18.286074368832427,17.662924943915325
18.257329627691014,17.552225637694384
18.245329138104662,17.45663341718687
18.22443611977399,17.37320732872378
18.20808515524727,17.29959192572199
18.194550668330677,17.233910155575092
18.19400836001554,17.17468449112883
18.188019618618206,17.123380975183
18.184155263856333,17.07804560925653
18.17911803919461,17.0374183815815
18.173943510245163,17.000607188363045
18.165702189791837,16.96693991092563
18.156803221888005,16.935891195369024
18.14830792815304,16.907041937643427
18.140667446132312,16.88005406091672
18.135641089555463,16.85465314966534
18.134195060061643,16.8306156127923
18.134576333113095,16.807758773170846
18.146055462837232,16.78593302917345
18.177964902391256,16.778939165927497
18.230344476121072,16.77637857129337
18.28364007995853,16.789314536800028
18.360292430256575,16.812959312099867
18.342704624216964,16.821383036057856
18.168482970325872,16.788447080726726
17.907913773589076,16.694627434365664
17.580687300186355,16.527834531432337
17.127394704291053,16.282262255331222
16.562217003528666,15.957068664645035
15.908825544409986,15.55546821742729
15.204679157427998,15.084263405793468
14.463474219474493,14.553303413570713
13.722165315024975,13.977898180882804
13.01425313302752,13.376062558413764
12.396874742783611,12.770603923686213
11.88756413537648,12.190882719294198
11.49314202447843,11.65627646240456
11.20474577081455,11.19154317258866
11.010505827671235,10.788463709754062
10.805470258401433,10.43142265012333
10.630549345359123,10.11143206929641
10.555859383636394,9.822657136840967
10.523169666569961,9.560893618518055
10.473282570263049,9.322861603663558
10.439661022219234,9.105861977720906
10.419992354022597,8.907601051741374
10.41237731802512,8.726096318340176
10.397167821109257,8.559623340988303
10.385431220591581,8.408075371719399
10.376043815062651,8.269676406254266
10.377140957216813,8.142951894858047
10.374092825917634,8.026642542831414
10.373179321248294,7.919654416579565
10.375382125575886,7.821027682591112
10.378198839230238,7.729915258265724
10.376815208864791,7.645567011614762
10.375095823934465,7.567317287790534
10.371442460801521,7.494574601092982
10.372900990340177,7.426812861469362
10.36974974017772,7.363563772941266
10.383983219240925,7.313935674386844
10.42437955441569,7.273862845639338
10.563828991378045,7.252699110292879
10.652822884443099,7.255153509448367
10.65132621172993,7.259720554443341
10.51560503768933,7.23819774124772
10.268141270996553,7.167777832549124
9.751115819335972,7.035226915834793
8.934926941960414,6.836503242258542
7.931561259871415,6.574426624443233
6.795625292428921,6.255859264932515
5.512947078536713,5.888914835600777
4.144274427464872,5.480306282074688
2.750962662688659,5.036359413477657
1.4154361888744211,4.5540469539718735
0.181748225658444,4.022950367894777
-0.8661612153206568,3.4288433531771965
-1.691254660913677,2.7995373369190535
-2.2599192917961872,2.1746873642392144
-2.724036412301139,1.583041363507583
-3.0439032290848473,1.025293693241915
-3.25128512973564,0.4993488881037757
-3.3760079257293056,0.0026764287428285164
-3.5590352647582097,-0.46724166757166274
-3.7218537751279763,-0.912638726379428
-3.7906445953282435,-1.3353105444672382
-3.8241704175518523,-1.736543596483322
-3.876303764575038,-2.1170977478837743
-3.9147392745220633,-2.47722449743155
-3.9414128505595527,-2.8167069031366423
-3.955637921159976,-3.1374301981783903
-3.9772242972032315,-3.4416147231801997
-3.9953697780659168,-3.73139325058961
-4.010718472819651,-4.0087692446843635
-4.01518253165694,-4.275593201514657
-4.022078889980808,-4.533551749553969
-4.026982966415909,-4.784165629397369
-4.03015858803798,-5.028793704870826
-4.0317943646526455,-5.268640913515871
-4.034357385616304,-5.504768623997028
-4.036397804103881,-5.738106286572337
-4.038002070971555,-5.965105979754189
-4.03466058895164,-6.174538788526358
-4.034285342963285,-6.365383188411593
-4.008814935998833,-6.55088531765381
-3.939707475697396,-6.752419185868505
-3.704528805089338,-6.994790624440024
-3.5529542676341164,-7.302389146503852
-3.5607500030920427,-7.696022251103826
-3.8002335478275495,-8.19046096420767
-4.24363768966873,-8.79278294772789
-5.032329373222962,-9.50156357639581
-6.178082278030778,-10.306882081967291
-7.550280230791545,-11.191345287652574
-9.073931553845467,-12.130760842421203
-10.74336254731567,-13.095783984040143
-12.481869150340113,-14.054406205301909
-14.206559675991251,-14.97448429500631
-15.820415379197293,-15.82794852204563
-17.2574036886699,-16.608116569230305
-18.41579806602997,-17.320543958270406
-19.2511669804694,-17.97195493353784
-19.743585254404323,-18.569424981597415
-20.16214826474649,-19.119789728360658
-20.453795383761964,-19.629246079548683
-20.655923818133996,-20.103109661716285
-20.781712525994372,-20.545692571424677
-20.966175077508357,-20.960268280425407
-21.129967368037683,-21.349095740012714
-21.19883100989395,-21.713481073392362
-21.231843519766628,-22.056055328651766
-21.283168097553073,-22.379555430023004
-21.320305397993437,-22.686273040535355
-21.345193278366402,-22.97812067552678
-21.35921711158577,-23.256692676995783
-21.380498112288315,-23.52331913589461
-21.398386895019282,-23.77911222698259
-21.413518456851747,-24.025005232173328
-21.41791936412132,-24.26178494787547
-21.424718161939033,-24.49011834023787
-21.42955286202262,-24.7105743305454
-21.432683559173213,-24.923641532097292
-21.435439045227945,-25.13887992319161
-21.44149231726747,-25.395360358224625
-21.453454286649496,-25.684910456713975
-21.475785229613056,-25.95824198008273
-21.552341733397995,-26.159330549216996
-21.5545073647718,-26.23804581604467
-21.54270291814252,-26.154846823669835
-21.493380999902254,-25.882663648264646
-21.42128221284388,-25.40745753663414
-21.22987870558154,-24.727959613687958
-20.917577451492047,-23.854871302009865
-20.49208521540577,-22.809773524204324
-19.981780746807484,-21.628756882660088
-19.381819857988713,-20.35052854425769
-18.712811657796795,-19.019205631390477
-18.023332321259744,-17.68533987770552
-17.351031422711408,-16.406402053212982
-16.717922459132417,-15.23495786738173
-16.158342899811544,-14.169772975426575
-15.69733588963251,-13.195025175329842
-15.35340304057124,-12.299622599610263
-15.031352172237844,-11.475306340320092
-14.837593628706314,-10.715675415079424
-14.709671429760958,-10.015632460412391
-14.640225419354444,-9.371039532894532
-14.54000123875821,-8.778487471680272
-14.452684219899707,-8.235131885937243
-14.376596510022496,-7.738571935498619
-14.311756903512244,-7.286759317194095
-14.232265145877864,-6.873870659328579
-14.155786840028997,-6.495963229740371
-14.099116694775839,-6.1494150657652
-14.052962076832522,-5.8309195808273016
-14.009077566231461,-5.537473771398825
-13.976305514822277,-5.266362380443357
-13.955851416428754,-5.015139663664459
-13.94501463244512,-4.781609927442648
-13.93022181393977,-4.563807673331385
-13.917327727333346,-4.359977942566732
-13.906072938377632,-4.168557275330872
-13.901888524209054,-3.9881555652455645
-13.896150510106247,-3.81500219485048
-13.891842147713993,-3.63026469061358
-13.88885717276422,-3.423352122957485
-13.88367219590512,-3.2104774103723446
-13.866466061162235,-3.022786667369172
-13.830275143963943,-2.8981924192574597
-13.77970481326336,-2.875027012989063
-13.695165762840787,-2.9869102556920173
-13.73495566702063,-3.2587717281542665
-13.842979571457573,-3.7041609537587274
-14.034813657256235,-4.323921417135811
-14.294390220440418,-5.1061157909161325
-14.655682153867968,-6.02646966166551
-15.104507640020085,-7.051894284322065
-15.621050277509358,-8.13974454494744
-16.172419981747034,-9.240790378251091
-16.753980478900953,-10.301979941665532
-17.343407669101616,-11.27528735036027
-17.898943158359394,-12.147629428647495
-18.385505938150576,-12.929238177724056
-18.786356414206516,-13.630201484574378
-19.088229514024455,-14.260062012096448
-19.303107904288773,-14.827539095187152
-19.45185958184468,-15.340358274624549
-19.64028880947628,-15.805168712846548
-19.753356786214656,-16.227527416131043
-19.839023619777205,-16.61193060841061
-19.895444869903393,-16.961875817615624
-19.961298181282842,-17.27994220429643
-20.012148920991514,-17.570356215000054
-20.048107336890638,-17.83653605472816
-20.070456600172804,-18.081401575674565
-20.100922933106247,-18.30745489756507
-20.12843318650569,-18.516846749316276
-20.14254827075074,-18.711431208877432
-20.150979340932594,-18.892811032733764
-20.163525645773333,-19.06237534768977
-20.173127339310934,-19.221331127815095
-20.180931854830963,-19.370729594738325
-20.184250205061097,-19.511488451261787
-20.18902762396,-19.644410677626613
-20.195085716048048,-19.78227886016018
-20.210918148347833,-19.965157722991968
-20.254983995716035,-20.187145404733656
-20.339522165983354,-20.39422048858724
-20.43947884145731,-20.522863283944428
-20.506456335038905,-20.51454006741345
-20.5835901554488,-20.321615966350482
-20.398502612660927,-19.910228874885856
-19.92490492115201,-19.26160805904225
-19.15956416203018,-18.372259092564637
-18.174609077090224,-17.25329252381727
-16.845629188694126,-15.929232943259315
-15.324376641045717,-14.433770023742763
-13.664848583121056,-12.814630953409068
-11.963581304370447,-11.131501688416527
-10.201218049105464,-9.453902460009868
-8.463761744109592,-7.860022966897237
-6.840383468115965,-6.416774158101407
-5.426277600485711,-5.122316054455206
-4.217216801169008,-3.9580918031388896
-3.2029023981478066,-2.909292647659227
-2.392762174523843,-1.9632364177549488
-1.768939982990556,-1.1086299254666778
-1.0963093714869734,-0.33523643237727596
-0.5017303586702352,0.3662680832532136
0.009094587478695789,1.0043534407763173
0.4278122252689855,1.5866594244194996
0.8579382467813231,2.1200104747611883
1.1391682057832493,2.61043260856328
1.338425359345734,3.06109642679994
1.4641504044289042,3.4761524725210817
1.603225276403747,3.8593033337801765
1.7045795312347876,4.213850440109398
1.7729131180962165,4.542735243347459
1.8128094704767632,4.848576212480176
1.8704828461755096,5.133702404949468
1.9211235594902933,5.400184030413279
1.9423241971631588,5.649860255889942
1.95314516037203,5.884364430324163
1.9708865584060056,6.1051468837265555
1.9855387240324394,6.313495454200173
1.997731732296098,6.51109189825531
2.0076001743222536,6.698071678959477
2.018750874496691,6.8750698520078535
2.026199211422846,7.0430060292362775
2.0309460269613573,7.202938465642247
2.0352182265392154,7.355964806937142
2.0478842852887347,7.5031541356822204
2.070296658632631,7.645499851116167
2.1036228378366513,7.783886319349911
2.1452976472300778,7.919064610033548
2.201074456989744,8.051634315060713
2.2665794892441693,8.182029645388354
2.3405922696056165,8.31041123073032
2.4192240311709865,8.437504176191279
2.5011602888882027,8.563183081111827
2.581225110503123,8.68678326362161
2.6554417127715455,8.807302841258679
2.7193255191538626,8.923399313960548
2.769659136740889,9.034736740024485
2.80458933414016,9.141012594248838
2.828009767594068,9.242003921617098
2.844575476340751,9.337595889490409
2.858861220535972,9.42779883764581
2.8705236211141534,9.512757922386154
2.880179675244935,9.592758263727987
2.8879310366906625,9.668227804543925
2.8988808940682613,9.739739683940705
2.909947240375422,9.808015702873462
2.9209663670217814,9.873932356913095
2.9316056976892737,9.938385060560279
2.943171559000984,10.001290460480512
2.9532039748096315,10.062621800024324
2.9619702464957625,10.122384112813286
2.96901284661993,10.180599889484036
2.974545542387384,10.237300834206515
2.9776835026441217,10.292523155738088
2.980001598324505,10.346304904803908
2.9825187052117874,10.39868449233223
2.9837099305283052,10.449699885990874
2.9659270979366923,10.499388193897182
2.9053797722606216,10.537415133577504
2.7872717602219064,10.534250839619204
2.6334754635416635,10.48602757022249
2.509862946325867,10.412739618117293
2.518176570860525,10.358610416924094
2.6349866067284737,10.389497391561633
3.1764849256200156,10.572020731946576
4.1466166248202825,10.95853237943961
5.527734126266875,11.578110139746329
7.2754589315359635,12.433857092370964
9.324474679181623,13.504939882155714
11.594234839101384,14.751074445314988
13.996285908083118,16.116466945670332
16.400593888094285,17.540811466266806
18.742309413486588,18.960690863434532
20.892985127307014,20.31365381767291
22.74547834258895,21.539654083095144
24.233194292463907,22.576507209339436
25.384347117894972,23.436635350761616
26.226984528313526,24.144754755777225
26.822201142295935,24.73087234845912
27.212398777775597,25.223684282266625
27.660082290232957,25.64159939058789
28.02224515564026,25.997983716934524
28.311672986708594,26.303302705727624
28.53306618373898,26.566086455227467
28.697306889272937,26.79343877612609
28.811856311489592,26.991355046007016
28.887697470637136,27.164947169698422
28.928410933186615,27.322274829638722
28.98693632037385,27.464134052857784
29.031429340432993,27.592425037430015
29.06325057739563,27.709053448143035
29.083218309348,27.815689969043827
29.113052924116595,27.913748589664404
29.128960399549335,28.00441487142228
29.140230378505898,28.08868114388309
29.147350407721376,28.167378556434354
29.158895853869932,28.241204294892608
29.17018353548885,28.310744258626013
29.182416984026062,28.376491863156783
29.20376226684526,28.42910444692819
29.229337912729818,28.505928838047957
29.26308286047252,28.60966729194945
29.311020622322236,28.72679555565451
29.363882288505778,28.83360768553201
29.39719033111326,28.893864097813402
29.378126630778844,28.853523903575084
29.274214039415398,28.67515881927161
29.14213048654511,28.33462491221568
28.80902848096906,27.816213335086815
28.26613869178239,27.111306726744417
27.512641190524622,26.21973043864345
26.556189188663353,25.15438234205539
25.413300841653243,23.93752729389461
24.10866291770116,22.601295923325637
22.680320098367165,21.18917477625423
21.210980578158413,19.754797226513563
19.69291726974789,18.3563226441972
18.204325057722425,17.02804879116396
16.803005572329432,15.799143599402047
15.539627294961726,14.687001206782831
14.401842866967444,13.689576135009357
13.431406481494145,12.782901296234463
12.641654918876302,11.953911781731222
12.045602389634215,11.194340546014434
11.478173578412019,10.498338116147412
11.022136682452441,9.861429541889805
10.665781276805449,9.280022703722828
10.394666730265358,8.75116563753775
10.189185188243401,8.269917544545518
10.034213944721973,7.831906522293803
9.923313112748657,7.433137557234414
9.85385878307882,7.0699429704840036
9.7673993212554,6.738951665165796
9.701137024991143,6.437067505744363
9.65291490161819,6.161451991778147
9.620648274329255,5.909508835004697
9.577248891499007,5.678869308311146
9.555854469554202,5.46737788721212
9.542360919196256,5.273078037964336
9.537086812300258,5.094198169912868
9.544205280102641,4.936800648591696
9.590125368327087,4.804937052381614
9.65656852691283,4.6898948007206895
9.732007760042983,4.580422155351399
9.697303688865745,4.465437059299353
9.547844781805834,4.336084762592432
9.28740761361921,4.1869024345156385
8.923096603942476,4.016051396353672
8.468741179957522,3.8248009171731594
7.943756492773837,3.616579711957716
7.368276906126179,3.395910374647607
6.774066673645771,3.167444910566784
6.172240245646616,2.935202866468666
5.593862819943347,2.703076436952708
5.073946814772884,2.4711668949937713
4.643296891596996,2.2388908234028184
4.327784234479378,2.0048179646303774
4.126875650379888,1.776644758508849
3.99993786288469,1.5628447015030533
3.9097214827001032,1.361774373928896
3.7679130678909103,1.1721687931782423
3.6278776269939135,0.9930200003778598
3.4902455718328365,0.8235108059322078
3.3557933390648005,0.6629769013598134
3.2296590575046684,0.5108837568388649
3.1132321582229032,0.3668114732341484
3.008005136153276,0.23044418637128403
2.918269337183329,0.10156234121876773
2.8316613488125184,-0.01996300574363566
2.760054711396155,-0.13417430844738337
2.707958096742248,-0.24282878813982736
2.6711552182260254,-0.346246662493525
2.6437985366846797,-0.444743270559084
2.624358383153548,-0.5386193375983614
2.6111489051160257,-0.6281569081180374
2.6043086785210723,-0.7136182051786084
2.5952098587371815,-0.7952459561955183
2.586748613717812,-0.8732644118325017
2.579399651793296,-0.9478806519370229
2.5686187820723836,-1.0192859688493652
2.5589423192539265,-1.0876572231290345
2.558923506267875,-1.1626081102833088
2.5585332359492785,-1.2438778421683119
2.5533689441641907,-1.319587157128001
2.563093986347952,-1.3616277624875728
2.5920445780816355,-1.3467235824336348
2.6461977501713063,-1.2915528879339615
2.742383064674,-1.2267587626175611
2.851684937994744,-1.1827601842345525
2.9614144939250946,-1.1833609529379927
3.0316135597457365,-1.2437285929975053
3.111583816590364,-1.3702530825565713
3.146706189870489,-1.561206006725653
3.1272079258155268,-1.8081036072767993
3.0441100920845408,-2.098052727268368
2.9095915492910205,-2.417306288127865
2.6907594791357305,-2.755862475283524
2.3975192759262827,-3.112220694120182
2.0320881879741326,-3.4687381604702545
1.6218191457779105,-3.793385595855947
1.205332107646961,-4.0486284202435
0.7965319914333353,-4.2235877519871385
0.41796117112071984,-4.341162477336231
0.08914521984341295,-4.418216358074294
-0.214877923936368,-4.46707751681068
-0.4813386130681324,-4.496645529937116
-0.7093479952622428,-4.513247511203208
-0.8556542679875782,-4.521306840157327
-0.9819105407907367,-4.523861449807446
-1.0690885720812306,-4.522959118648335
-1.1235155128064256,-4.519953147843059
-1.1496419853202955,-4.515719016808494
-1.1894828214587916,-4.510809870391559
-1.2203882088596485,-4.505565827146417
-1.2439812541966921,-4.500189262096346
-1.2613323343068972,-4.494795595274629
-1.2740993891100318,-4.489446836377387
-1.2838435316896137,-4.484173249753657
-1.2890418446661769,-4.478987008770734
-1.2903042907698548,-4.473890564810877
-1.2899112332750675,-4.468881607719017
-1.2734182290312597,-4.463955882073468
-1.2409382066758619,-4.451938206569015
-1.17537607943096,-4.42045218877489
-1.1475870406426398,-4.365272510300256
-1.2138518539421825,-4.293157204741709
-1.3186714572021434,-4.222120168840094
-1.442276868512964,-4.181050031887821
-1.6582867598634965,-4.223375504594261
-1.964265048280269,-4.378675214065651
-2.3602889232187647,-4.64872878374206
-2.8154172203679737,-5.0197100928108265
-3.368259509725575,-5.474480727080971
-3.9942888016734353,-5.99673002268309
-4.664375703687795,-6.571159309702755
-5.347905006356646,-7.182848808249012
-6.009444236827206,-7.815818980307612
-6.615969566945977,-8.453247175095434
-7.1548525907298295,-9.074294153382056
-7.61799865309676,-9.657339617674534
-8.06330892380163,-10.188073908634571
-8.45896148726544,-10.660888828595468
-8.732625356911022,-11.080738016335413
-8.924129501648425,-11.464837688269974
-9.098477312733987,-11.833644748290258
-9.220320437184329,-12.190383630536534
-9.297924472321858,-12.537639755979484
-9.337737413047082,-12.877335391241793
-9.392902316961642,-13.210714183510532
-9.435367872756851,-13.538331530498162
-9.468525910496442,-13.860049429542642
-9.493750483685016,-14.175035935653135
-9.51283160423041,-14.484837532550788
-9.526418784408113,-14.790171033309612
-9.535316178493348,-15.09162496723065
-9.541000878987356,-15.389670054013273
-9.548900942191796,-15.684671019099092
-9.555103333442208,-15.976898826172778
-9.560074963584249,-16.266542700710207
-9.564088081582847,-16.55372154377955
-9.56771641245357,-16.838494501519282
-9.568947731793955,-17.120870574680968
-9.569420896580493,-17.400817235087462
-9.570405508224516,-17.703867019543114
-9.5687275761753,-18.029620868146075
-9.539845467987075,-18.348057376504187
-9.446712235660641,-18.62093381781851
-9.141766173858294,-18.816375699882425
-8.988348721229434,-18.91930180413632
-9.055179835378969,-18.948622642843567
-9.475761467666132,-18.9573811772678
-9.986918286195735,-19.015504925119238
-10.79109834787634,-19.18934768842003
-11.881858950157188,-19.525968359206665
-13.228722514083788,-20.045701920237455
-14.740851330488445,-20.741419455033505
-16.448486490810666,-21.580900098508298
-18.274533267959697,-22.516868150991055
-20.13423586259379,-23.49511651703999
-21.93309652749192,-24.468580390726324
-23.5665855041484,-25.39287625952657
-24.935075325497507,-26.2072809580892
-25.980946185106067,-26.8905614478209
-26.714561387683013,-27.44972131936403
-27.496872285702143,-27.905785056383934
-28.183920295956604,-28.282869227235462
-28.773619190692333,-28.600807997454506
-29.095894591640178,-28.872242225252066
-29.45107489281749,-29.1059857284044
-29.739428646545846,-29.308442825909573
-29.962355252280823,-29.484304738816352
-30.12215783824432,-29.63695861794807
-30.310783307546433,-29.76876366984975
-30.475832203142545,-29.8796329142848
-30.617242114688985,-29.97548282557221
-30.7326229920068,-30.059505791501973
-30.820933537986868,-30.13386511138054
-30.88531348003479,-30.200209638449845
-30.930288193341283,-30.25985626787263
-30.959456078559064,-30.313874841999162
-30.99462699501185,-30.363140224170305
-31.02361238671956,-30.40837009602222
-31.04681410114791,-30.450154457667335
-31.064348433275402,-30.48897927583715
-31.07653814289477,-30.533248449941706
-31.084074234025202,-30.556541740220233
-31.08846529526172,-30.56388660979943
-31.089270474185422,-30.58119919205739
-31.096454706754685,-30.6296124569721
-31.109803816610146,-30.717443115388757
-31.129323389997616,-30.847218699838777
-31.182741627065184,-30.997229636199936
-31.232967540296887,-31.142335618697675
-31.21822652741055,-31.270890103736495
-31.197855861741424,-31.37824542485735
-31.212278851918473,-31.460099946864826
-31.132351924315287,-31.507399864033236
-30.93575869686257,-31.494812943269366
-30.60940262865244,-31.398456896590673
-30.179996628295424,-31.17997312725869
-29.608902341350348,-30.787297062770016
-28.92151053186261,-30.251925598225775
-28.13828789387754,-29.61975115077636
-27.330025704233776,-28.939722686817493
-26.517775401930535,-28.262005017011592
-25.73810670698694,-27.63540699238494
-25.026494519642007,-27.10163486012574
-24.419262754373573,-26.658766381112297
-23.884514374499272,-26.290480220200763
-23.440699728537517,-25.985515745848048
-23.168529940941028,-25.734356418546554
-23.01978976957851,-25.527928349048135
-22.87037248301956,-25.357035129880096
-22.765428803769645,-25.212098759711324
-22.695648272881666,-25.09585877422558
-22.657704215099493,-25.00611280228074
-22.599463204858786,-24.940640204347773
-22.550309095074226,-24.897261806234354
-22.508368279140075,-24.873873014339523
-22.49565647577019,-24.868461822794387
-22.477357082503914,-24.879118108305164
-22.464347637259817,-24.904037817848774
-22.455848520369692,-24.941524114137763
-22.45131445929275,-24.989986681606723
-22.442653781047348,-25.047939905396532
-22.436086690586816,-25.16290743530223
-22.43103990093085,-25.308238233678793
-22.42628322788535,-25.433694280206772
-22.422629707252483,-25.49299498001694
-22.421065027633603,-25.46711026351665
-22.421840245294565,-25.35645184908421
-22.42338655805883,-25.177276288348136
-22.42111238889496,-24.958140846549462
-22.411239052876713,-24.735103563602728
-22.39429533314914,-24.545681209434022
-22.360980583732687,-24.422608891619916
-22.35947142626943,-24.388830848974507
-22.407996011852056,-24.4546991738021
-22.48619495003776,-24.61494841910545
-22.588787140505765,-24.857387404643255
-22.729127557234452,-25.161637995627885
-22.903650023718193,-25.503926299643112
-23.103491238639233,-25.824613973585226
-23.317392411245688,-26.092847481229956
-23.54164711427148,-26.30711241247431
-23.764413983496805,-26.484212349511495
-23.976693655633483,-26.634921981185883
-24.161187487820293,-26.766083426791106
-24.30895467845523,-26.8819930767106
-24.414153629854223,-26.985255920843443
-24.48046570525429,-27.077297939337807
-24.517414512476908,-27.158676006343644
-24.56740817795036,-27.22927286167644
-24.61179971928297,-27.288428251075814
-24.630463376735335,-27.33503514676551
-24.639410538972157,-27.37195589726633
-24.65332069987669,-27.401165360270564
-24.663385776823553,-27.42409374943821
-24.670130974455795,-27.44183504649703
-24.67393176123268,-27.455259935557873
-24.67969941012038,-27.465079839740095
-24.684547688604223,-27.471885639816204
-24.688648695741627,-27.47617291506179
-24.689841444535404,-27.4783596683323
-24.691684077747023,-27.478799581708184
-24.692994394538477,-27.477792405667454
-24.69612858714809,-27.4892462196571
-24.76245259770001,-27.56139369575717
-24.909223274437,-27.700136108442607
-25.13154861885039,-27.869808737613862
-25.35199814415833,-28.001241377383014
-25.690187275944798,-27.971724626179878
-25.300862661409827,-27.618123340175455
-24.532954638951356,-26.795004477170135
-23.31647547723616,-25.404634691743656
-21.775981428964265,-23.40824166313513
-19.582562238495527,-20.819559981657473
-16.81098853143414,-17.69113138995555
-13.565638241134742,-14.105102363224251
-10.046290201968134,-10.174661665869973
-6.26526769900692,-6.029490305166299
-2.3687556196919486,-1.8400516985440893
1.3535313922077046,2.1818588138444253
4.670028777139953,5.778182598802661
7.535684834840453,8.807669843530956
9.889977980147647,11.258032077692338
11.758883407723989,13.200519412420658
13.189884997416812,14.734414983593592
14.7097519321547,15.949668684113401
15.6444879794455,16.919105790357698
16.281047381545935,17.698964868633187
16.64435576399288,18.332141645947782
17.076275742705217,18.8510305713926
17.389786204823274,19.280017006661293
17.601775966401718,19.637515400224004
17.725769515353015,19.937531093155833
17.911199084450935,20.187894526246303
18.07561766354507,20.398694283099356
18.14362669084989,20.577524182400847
18.173198189685248,20.73028717789708
18.223347867535743,20.861666604719684
18.26236909003447,20.97542545483662
18.288802007790697,21.07461128838582
18.30397596679794,21.161705061310894
18.327811380699046,21.238733733087027
18.34881016366231,21.307357760113117
18.37335558149634,21.368940233465363
18.39917279725361,21.416625764000454
18.455389258995872,21.5047939020014
18.541280306261825,21.65088330691421
18.630249708163213,21.804803209898534
18.77972801615844,21.896190421186677
18.75396863677745,21.8659143427894
18.508181501051173,21.670484740728813
18.018820364091688,21.28114710332838
17.327789208319764,20.68236092037141
16.333902555088464,19.870823503852193
15.149045887716362,18.85512702241465
13.814562764142565,17.65577162008687
12.403551411216778,16.30522448279417
10.943357615494874,14.849895053912974
9.503891513763365,13.342553042088063
8.161332151710024,11.849235317835536
6.994910694157258,10.446211881965677
6.049245915762016,9.224284100294902
5.340799182694186,8.174936318679183
4.865307929659291,7.258546982530125
4.599384490994596,6.445954602481625
4.319248484463058,5.7203086508427194
4.107130127156752,5.069976732396499
3.9480380418744234,4.4859314467934315
3.8348798528363526,3.960686217041903
3.6804542651496184,3.487825620759077
3.600091796552778,3.0617766907807646
3.545355472386464,2.6776813591832265
3.5150344562860316,2.3313127910781137
3.4732465274299034,2.0190118245292257
3.441779009781757,1.7356339708459214
3.4198613793051322,1.4781165685882727
3.4071106084522325,1.2436872106232821
3.3884122708565654,1.0298591854992745
3.371809206880988,0.8344141933410227
3.3648287351650366,0.6553800182298704
3.3614823700117125,0.49100693277084684
3.3562797731998977,0.33974466596052544
3.3525152921422174,0.20022078458817782
3.349992492877897,0.07122083832565985
3.347428094663363,-0.04832963758946772
3.341744403160166,-0.15938129862879225
3.33226636291485,-0.2727078072396021
3.322750426880587,-0.3895277295684647
3.3167893838905678,-0.5194742902447195
3.3156066062108804,-0.6703335710800852
3.323646759858442,-0.8183470162535339
3.3444664349442936,-0.9109123540433973
3.3635010420246907,-0.8958285210363423
3.4192308960261593,-0.7346266495011926
3.516807597322744,-0.4073933782097307
3.658540812783085,0.0870852429146818
3.8308247650292775,0.7331562678343992
4.072923531769001,1.5008552070916323
4.351523002321362,2.349128891178105
4.658437298666095,3.2301248687700728
4.967637563661655,4.09477788288023
5.291017009917388,4.899264660362575
5.619134464490816,5.610921423995187
5.946597129955848,6.210426168800098
6.257502070094747,6.672609817077967
6.553322603259786,6.995597992690178
6.828503598431528,7.211029135925535
7.067917910238001,7.356159344083046
7.265480101577173,7.455008793813256
7.458764452996845,7.523226348296596
7.629063102566419,7.57107185199073
7.775717600215165,7.605305918834809
7.898468651260243,7.6304039733548805
8.024869820796756,7.649341713592328
8.112958275065683,7.6641059186015426
8.1752493244433,7.676028245064693
8.209005805657418,7.686004418014484
8.241837914001954,7.694638871134096
8.26567120166925,7.702340650447702
8.28226102713542,7.709387292600816
8.291485727172422,7.715967550925605
8.30502660825218,7.7222100820218955
8.315945594605013,7.72820277101642
8.316755307458134,7.734005788697807
8.313454998900824,7.739660435980348
8.312564783751332,7.745195147814691
8.312134902412785,7.750629576301215
8.320237320591545,7.757852291308616
