t[s],p_sum[MPa],p_diff[MPa],p1[MPa],p2[MPa],p1_cmd[MPa],p2_cmd[MPa],theta[rad],theta[deg],z[m],dz[m]
3.090713262557983398e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.398939888529079800e-02,2.520406899444650684e+00,8.140667676925659180e-01,-3.090977668762207031e-03
3.095908403396606445e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.398939888529079800e-02,2.520406899444650684e+00,8.140630722045898438e-01,-3.094673156738281250e-03
3.100904226303100586e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.408860767796936309e-02,2.526091144555721257e+00,8.140630722045898438e-01,-3.094673156738281250e-03
3.105982065200805664e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.408860767796936309e-02,2.526091144555721257e+00,8.140606284141540527e-01,-3.097116947174072266e-03
3.110647916793823242e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.408860767796936309e-02,2.526091144555721257e+00,8.140606284141540527e-01,-3.097116947174072266e-03
3.116063117980957031e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.408860767796936309e-02,2.526091144555721257e+00,8.140798211097717285e-01,-3.077924251556396484e-03
3.121082544326782227e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.416797471211221515e-02,2.530638540644577272e+00,8.140798211097717285e-01,-3.077924251556396484e-03
3.125890493392944336e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.416797471211221515e-02,2.530638540644577272e+00,8.140632510185241699e-01,-3.094494342803955078e-03
3.131201505661010742e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.416797471211221515e-02,2.530638540644577272e+00,8.140632510185241699e-01,-3.094494342803955078e-03
3.136176347732543945e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.416797471211221515e-02,2.530638540644577272e+00,8.140595555305480957e-01,-3.098189830780029297e-03
3.140895128250122070e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.423146833942649681e-02,2.534276457515661996e+00,8.140595555305480957e-01,-3.098189830780029297e-03
3.145959854125976562e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.423146833942649681e-02,2.534276457515661996e+00,8.140510320663452148e-01,-3.106713294982910156e-03
3.151173830032348633e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.423146833942649681e-02,2.534276457515661996e+00,8.140510320663452148e-01,-3.106713294982910156e-03
3.156082391738891602e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.423146833942649681e-02,2.534276457515661996e+00,8.140397071838378906e-01,-3.118038177490234375e-03
3.161186456680297852e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.428226324127791658e-02,2.537186791012529863e+00,8.140397071838378906e-01,-3.118038177490234375e-03
3.166026353836059570e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.428226324127791658e-02,2.537186791012529863e+00,8.140570521354675293e-01,-3.100693225860595703e-03
3.170963764190673828e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.428226324127791658e-02,2.537186791012529863e+00,8.140570521354675293e-01,-3.100693225860595703e-03
3.175986766815185547e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.428226324127791658e-02,2.537186791012529863e+00,8.140805959701538086e-01,-3.077149391174316406e-03
3.180974483489990234e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.432289916275905517e-02,2.539515057810024068e+00,8.140805959701538086e-01,-3.077149391174316406e-03
3.185768365859985352e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.432289916275905517e-02,2.539515057810024068e+00,8.140674829483032227e-01,-3.090262413024902344e-03
3.190756797790527344e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.432289916275905517e-02,2.539515057810024068e+00,8.140674829483032227e-01,-3.090262413024902344e-03
3.196061134338378906e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.432289916275905517e-02,2.539515057810024068e+00,8.140657544136047363e-01,-3.091990947723388672e-03
3.200974464416503906e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.404861174236683607e-02,2.523799546248019166e+00,8.140657544136047363e-01,-3.091990947723388672e-03
3.206145524978637695e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.404861174236683607e-02,2.523799546248019166e+00,8.140643835067749023e-01,-3.093361854553222656e-03
3.211034774780273438e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.404861174236683607e-02,2.523799546248019166e+00,8.140643835067749023e-01,-3.093361854553222656e-03
3.216212034225463867e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.404861174236683607e-02,2.523799546248019166e+00,8.140722513198852539e-01,-3.085494041442871094e-03
3.220784425735473633e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.413597796363018938e-02,2.528805261998415599e+00,8.140722513198852539e-01,-3.085494041442871094e-03
3.226117849349975586e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.413597796363018938e-02,2.528805261998415599e+00,8.140526413917541504e-01,-3.105103969573974609e-03
3.230764627456665039e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.413597796363018938e-02,2.528805261998415599e+00,8.140526413917541504e-01,-3.105103969573974609e-03
3.235940694808959961e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.413597796363018938e-02,2.528805261998415599e+00,8.140642642974853516e-01,-3.093481063842773438e-03
3.240704774856567383e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.420587094064087202e-02,2.532809834598732657e+00,8.140642642974853516e-01,-3.093481063842773438e-03
3.245876073837280273e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.420587094064087202e-02,2.532809834598732657e+00,8.140389919281005859e-01,-3.118753433227539062e-03
3.250943422317504883e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.420587094064087202e-02,2.532809834598732657e+00,8.140389919281005859e-01,-3.118753433227539062e-03
3.255764245986938477e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.420587094064087202e-02,2.532809834598732657e+00,8.140389919281005859e-01,-3.118753433227539062e-03
3.260857820510864258e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.420587094064087202e-02,2.532809834598732657e+00,8.140441179275512695e-01,-3.113627433776855469e-03
3.265639305114746094e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.420587094064087202e-02,2.532809834598732657e+00,8.140441179275512695e-01,-3.113627433776855469e-03
3.270654201507568359e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.420587094064087202e-02,2.532809834598732657e+00,8.140482902526855469e-01,-3.109455108642578125e-03
3.275773763656616211e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.420587094064087202e-02,2.532809834598732657e+00,8.140440583229064941e-01,-3.113687038421630859e-03
3.280905008316040039e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.426178532224941953e-02,2.536013492678986125e+00,8.140440583229064941e-01,-3.113687038421630859e-03
3.285773992538452148e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.426178532224941953e-02,2.536013492678986125e+00,8.140440583229064941e-01,-3.113687038421630859e-03
3.290934324264526367e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.426178532224941953e-02,2.536013492678986125e+00,8.140643835067749023e-01,-3.093361854553222656e-03
3.295839309692382812e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.426178532224941953e-02,2.536013492678986125e+00,8.140643835067749023e-01,-3.093361854553222656e-03
3.300649166107177734e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.430651682753625892e-02,2.538576419143188989e+00,8.140723109245300293e-01,-3.085434436798095703e-03
3.305615901947021484e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.430651682753625892e-02,2.538576419143188989e+00,8.140510916709899902e-01,-3.106653690338134766e-03
3.310629367828369141e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.430651682753625892e-02,2.538576419143188989e+00,8.140510916709899902e-01,-3.106653690338134766e-03
3.315829277038574219e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.430651682753625892e-02,2.538576419143188989e+00,8.140473961830139160e-01,-3.110349178314208984e-03
3.320661306381225586e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.434230203176572904e-02,2.540626760314551369e+00,8.140473961830139160e-01,-3.110349178314208984e-03
3.325623512268066406e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.434230203176572904e-02,2.540626760314551369e+00,8.140274882316589355e-01,-3.130257129669189453e-03
3.330944299697875977e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.434230203176572904e-02,2.540626760314551369e+00,8.140274882316589355e-01,-3.130257129669189453e-03
3.335876703262329102e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.434230203176572904e-02,2.540626760314551369e+00,8.140318393707275391e-01,-3.125905990600585938e-03
3.340717554092407227e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.437093019514930237e-02,2.542267033251641273e+00,8.140318393707275391e-01,-3.125905990600585938e-03
3.345636844635009766e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.437093019514930237e-02,2.542267033251641273e+00,8.140517473220825195e-01,-3.105998039245605469e-03
3.350618600845336914e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.437093019514930237e-02,2.542267033251641273e+00,8.140517473220825195e-01,-3.105998039245605469e-03
3.355672836303710938e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.437093019514930237e-02,2.542267033251641273e+00,8.140350580215454102e-01,-3.122687339782714844e-03
3.360660076141357422e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.439383272585616103e-02,2.543579251601312929e+00,8.140350580215454102e-01,-3.122687339782714844e-03
3.365668535232543945e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.439383272585616103e-02,2.543579251601312929e+00,8.140503168106079102e-01,-3.107428550720214844e-03
3.370608568191528320e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.439383272585616103e-02,2.543579251601312929e+00,8.140503168106079102e-01,-3.107428550720214844e-03
3.375714302062988281e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.439383272585616103e-02,2.543579251601312929e+00,8.140580058097839355e-01,-3.099739551544189453e-03
3.380672216415405273e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.441215475042165073e-02,2.544629026281050699e+00,8.140580058097839355e-01,-3.099739551544189453e-03
3.385717630386352539e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.441215475042165073e-02,2.544629026281050699e+00,8.140524625778198242e-01,-3.105282783508300781e-03
3.390677213668823242e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.441215475042165073e-02,2.544629026281050699e+00,8.140524625778198242e-01,-3.105282783508300781e-03
3.395639419555664062e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.441215475042165073e-02,2.544629026281050699e+00,8.140397667884826660e-01,-3.117978572845458984e-03
3.400962352752685547e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.442681237007404388e-02,2.545468846024840914e+00,8.140397667884826660e-01,-3.117978572845458984e-03
3.405760765075683594e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.442681237007404388e-02,2.545468846024840914e+00,8.140004277229309082e-01,-3.157317638397216797e-03
3.410865783691406250e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.442681237007404388e-02,2.545468846024840914e+00,8.140004277229309082e-01,-3.157317638397216797e-03
3.415925025939941406e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.442681237007404388e-02,2.545468846024840914e+00,8.139972090721130371e-01,-3.160536289215087891e-03
3.420770645141601562e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.443853846579595701e-02,2.546140701819872731e+00,8.139972090721130371e-01,-3.160536289215087891e-03
3.425664186477661133e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.443853846579595701e-02,2.546140701819872731e+00,8.139972090721130371e-01,-3.160536289215087891e-03
3.430675745010375977e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.443853846579595701e-02,2.546140701819872731e+00,8.140031695365905762e-01,-3.154575824737548828e-03
3.435686826705932617e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.443853846579595701e-02,2.546140701819872731e+00,8.140031695365905762e-01,-3.154575824737548828e-03
3.440674066543579102e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.444791934237348613e-02,2.546678186455898274e+00,8.140227198600769043e-01,-3.135025501251220703e-03
3.445631265640258789e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.444791934237348613e-02,2.546678186455898274e+00,8.140169978141784668e-01,-3.140747547149658203e-03
3.450654506683349609e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.444791934237348613e-02,2.546678186455898274e+00,8.140169978141784668e-01,-3.140747547149658203e-03
3.455821275711059570e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.444791934237348613e-02,2.546678186455898274e+00,8.140169978141784668e-01,-3.140747547149658203e-03
3.460683107376098633e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.445542404363551220e-02,2.547108174164718797e+00,8.140352368354797363e-01,-3.122508525848388672e-03
3.465650081634521484e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.445542404363551220e-02,2.547108174164718797e+00,8.140352368354797363e-01,-3.122508525848388672e-03
3.470713138580322266e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.445542404363551220e-02,2.547108174164718797e+00,8.140082955360412598e-01,-3.149449825286865234e-03
3.475688695907592773e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.445542404363551220e-02,2.547108174164718797e+00,8.140054941177368164e-01,-3.152251243591308594e-03
3.480650186538696289e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.445542404363551220e-02,2.547108174164718797e+00,8.140054941177368164e-01,-3.152251243591308594e-03
3.485896348953247070e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.445542404363551220e-02,2.547108174164718797e+00,8.140054941177368164e-01,-3.152251243591308594e-03
3.490665674209594727e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.445542404363551220e-02,2.547108174164718797e+00,8.140141367912292480e-01,-3.143608570098876953e-03
3.495734453201293945e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,2.500000000000000000e-01,4.445542404363551220e-02,2.547108174164718797e+00,8.140141367912292480e-01,-3.143608570098876953e-03
