MPA,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,fix p2 0.2,,-0.089,-0.089,-0.089,-0.0506,0.0015,0.0537,0.0966,0.1335,0.1672,0.1994,0.2255,0.2484,0.273,0.2892,0.3037
,fix p2 0.25,,-0.1917,-0.1917,-0.1917,-0.135,-0.0859,-0.0368,0.0046,0.0469,0.079,0.1089,0.1426,0.1703,0.1887,0.212,0.2255
,fix p2 0.3,,-0.2255,-0.2255,-0.2255,-0.1779,-0.1319,-0.0874,-0.0476,-0.0122,0.0211,0.0568,0.0813,0.1102,0.1365,0.1534,0.158
,fix p2 0.35,,-0.27,-0.27,-0.27,-0.2304,-0.1917,-0.1504,-0.1104,-0.0767,-0.046,-0.0166,0.0077,0.043,0.0568,0.0752,0.0784
,fix p2 0.4,,-0.2986,-0.2986,-0.2991,-0.2563,-0.2194,-0.1798,-0.1488,-0.112,-0.0844,-0.0552,-0.0294,-0.0107,0.0134,0.0312,0.0319
,fix p2 0.45,,-0.3237,-0.3237,-0.3237,-0.287,-0.2531,-0.2182,-0.1871,-0.1574,-0.1304,-0.1043,-0.075,-0.0534,-0.0383,-0.0169,-0.0051
,fix p2 0.5,,-0.3238,-0.3238,-0.3246,-0.2899,-0.2593,-0.2269,-0.1959,-0.1685,-0.1396,-0.1158,-0.0936,-0.0735,-0.0522,-0.0399,-0.0153
,fix p2 0.55,,-0.359,-0.359,-0.3597,-0.3283,-0.3006,-0.27,-0.2408,-0.2154,-0.1862,-0.1657,-0.1442,-0.1258,-0.1058,-0.0905,-0.0752
,fix p2 0.6,,-0.362,-0.362,-0.362,-0.3344,-0.3083,-0.2807,-0.256,-0.2301,-0.2071,-0.1838,-0.1626,-0.142,-0.1289,-0.1104,-0.0973
,fix p2 0.65,,-0.3804,-0.3804,-0.3804,-0.3559,-0.3313,-0.3053,-0.2821,-0.2592,-0.2362,-0.2178,-0.1963,-0.1795,-0.1595,-0.1473,-0.135
,fix p2 0.7,,-0.3912,-0.3912,-0.3912,-0.37,-0.3475,-0.3249,-0.3015,-0.2807,-0.2592,-0.2393,-0.2194,-0.2028,-0.1883,-0.1718,-0.1611
