MPA,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,fix p1 0.55,,0.5093,0.5093,0.5001,0.4694,0.4255,0.3712,0.3069,0.251,0.1933,0.1396,0.0936,0.0476,0.0077,-0.0272,-0.0452
,fix p1 0.6,,0.5231,0.5231,0.517,0.4893,0.4495,0.4016,0.3392,0.2823,0.2286,0.1764,0.1273,0.0844,0.0414,0.0047,-0.0031
,fix p1 0.65,,0.5369,0.5369,0.5308,0.5052,0.461,0.4239,0.3665,0.3111,0.2609,0.2084,0.1595,0.1135,0.0752,0.0383,0.0337
,fix p1 0.7,,0.543,0.543,0.5383,0.4771,0.4296,0.3728,0.3183,0.2669,0.2166,0.1657,0.1243,0.0828,0.0502,0.05,0.05
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,step_plus,,0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7
,fix p2 0,,0,0,0,0.1887,0.3037,0.3789,0.4264,0.4601,0.4893,0.5107,0.5281,0.543,0.5599,0.5722,0.5722
,fix p2 0.05,,0,0.0001,0.0044,0.1841,0.284,0.3482,0.3912,0.4249,0.4525,0.4786,0.4939,0.5093,0.5216,0.5323,0.5323
,fix p2 0.1,,0,0,0,0.1243,0.2071,0.2684,0.316,0.3573,0.3883,0.4142,0.4345,0.4556,0.4709,0.486,0.5001
,fix p2 0.15,,-0.1121,-0.1121,-0.081,-0.0077,0.0736,0.1457,0.201,0.2485,0.2884,0.3191,0.3482,0.3697,0.3927,0.4111,0.4264
,fix p2 0.2,,-0.2102,-0.2102,-0.1825,-0.1197,-0.046,0.0245,0.0892,0.1411,0.1887,0.2249,0.2592,0.2899,0.3129,0.3344,0.3513
,fix p2 0.25,,-0.2761,-0.2761,-0.2504,-0.1994,-0.1319,-0.069,-0.0088,0.043,0.0905,0.1365,0.1749,0.2071,0.2347,0.2592,0.2803
,fix p2 0.3,,-0.3253,-0.3252,-0.3083,-0.2585,-0.204,-0.1473,-0.0905,-0.0399,0.0077,0.053,0.0908,0.1273,0.1555,0.1849,0.21
,fix p2 0.35,,-0.3589,-0.3589,-0.3436,-0.3068,-0.2577,-0.2025,-0.1565,-0.1058,-0.0644,-0.0237,0.0169,0.0537,0.0859,0.1138,0.1383
,fix p2 0.4,,-0.3919,-0.3919,-0.382,-0.3497,-0.3053,-0.2602,-0.2117,-0.1693,-0.1273,-0.0841,-0.0506,-0.0153,0.0153,0.0444,0.066
,fix p2 0.45,,-0.4126,-0.4126,-0.4065,-0.3774,-0.3421,-0.3007,-0.2578,-0.2159,-0.1779,-0.1381,-0.1043,-0.0721,-0.0429,-0.0169,0.0033
,fix p2 0.5,,-0.4295,-0.4295,-0.4264,-0.4032,-0.3683,-0.3313,-0.293,-0.2562,-0.2192,-0.1844,-0.1505,-0.1212,-0.0951,-0.0706,-0.0568
,fix p2 0.55,,-0.4458,-0.4458,-0.449,-0.4247,-0.3958,-0.3636,-0.3283,-0.2945,-0.2577,-0.227,-0.1933,-0.1657,-0.1411,-0.1181,-0.1089
,fix p2 0.6,,-0.4556,-0.4566,-0.4558,-0.4386,-0.4139,-0.3824,-0.3513,-0.3191,-0.2906,-0.2577,-0.2301,-0.2025,-0.1779,-0.158,-0.1534
,fix p2 0.65,,-0.4708,-0.4708,-0.4709,-0.4571,-0.4317,-0.405,-0.3774,-0.3482,-0.3191,-0.2899,-0.2638,-0.2393,-0.2148,-0.1963,-0.1963
,fix p2 0.7,,-0.4633,-0.4663,-0.4675,-0.4552,-0.4304,-0.405,-0.3789,-0.3482,-0.3206,-0.2922,-0.2654,-0.2408,-0.2209,-0.2025,-0.224
