t[s],theta[rad],theta_ref[rad],error[rad],p1[MPa],p2[MPa],cost,comp_time[s]
0.36000000000000015,-0.06944678542027943,0.5235987755982988,0.5930455610185783,0.24500000000000002,0.023602119123821447,0.623219499183129,0.07721734046936035
0.37000000000000016,0.23323508023474732,0.5235987755982988,0.2903636953635515,0.24500000000000002,0.023602119123821447,0.5930455610185783,0.08690738677978516
0.38000000000000017,0.4804492091956287,0.5235987755982988,0.04314956640267009,0.24500000000000002,0.023602119123821447,0.2903636953635515,0.08890748023986816
0.3900000000000002,0.40284149980184664,0.5235987755982988,0.12075727579645218,0.24500000000000002,0.023602119123821447,0.04314956640267009,0.08158493041992188
0.4000000000000002,-0.04151108519823826,0.5235987755982988,0.565109860796537,0.24500000000000002,0.023602119123821447,0.12075727579645218,0.07994270324707031
0.4100000000000002,-0.03173001695466471,0.5235987755982988,0.5553287925529635,0.24500000000000002,0.023602119123821447,0.565109860796537,0.08159732818603516
0.4200000000000002,0.2910279190528624,0.5235987755982988,0.2325708565454364,0.24500000000000002,0.023602119123821447,0.5553287925529635,0.09145736694335938
0.4300000000000002,0.21493210882695124,0.5235987755982988,0.3086666667713476,0.24500000000000002,0.023602119123821447,0.2325708565454364,0.07986879348754883
0.4400000000000002,0.21418361205654074,0.5235987755982988,0.3094151635417581,0.24500000000000002,0.023602119123821447,0.3086666667713476,0.08297467231750488
0.45000000000000023,0.2623402600605834,0.5235987755982988,0.2612585155377154,0.24500000000000002,0.023602119123821447,0.3094151635417581,0.08015108108520508
0.46000000000000024,0.5411121028564745,0.5235987755982988,-0.01751332725817567,0.24500000000000002,0.023602119123821447,0.2612585155377154,0.08144545555114746
0.47000000000000025,0.2848011515892223,0.5235987755982988,0.2387976240090765,0.24500000000000002,0.023602119123821447,0.01751332725817567,0.08147215843200684
0.48000000000000026,-0.0983185461084416,0.5235987755982988,0.6219173217067404,0.24500000000000002,0.023602119123821447,0.2387976240090765,0.0816347599029541
0.49000000000000027,0.1616349956535279,0.5235987755982988,0.3619637799447709,0.28,0.05860211912382145,0.6219173217067404,0.047963619232177734
0.5000000000000002,0.4555910621710004,0.5235987755982988,0.06800771342729839,0.28,0.05860211912382145,0.3619637799447709,0.08546566963195801
0.5100000000000002,0.5566680772566729,0.5235987755982988,-0.03306930165837407,0.28,0.05860211912382145,0.06800771342729839,0.0787346363067627
0.5200000000000002,0.28650441512105346,0.5235987755982988,0.23709436047724536,0.28,0.05860211912382145,0.03306930165837407,0.08129715919494629
0.5300000000000002,0.008048382658253472,0.5235987755982988,0.5155503929400453,0.28,0.05860211912382145,0.23709436047724536,0.07979345321655273
0.5400000000000003,0.2172320682890232,0.5235987755982988,0.3063667073092756,0.28,0.05860211912382145,0.5155503929400453,0.08319592475891113
0.5500000000000003,0.35371014075595175,0.5235987755982988,0.16988863484234706,0.28,0.05860211912382145,0.3063667073092756,0.08748459815979004
0.5600000000000003,0.17869525588016055,0.5235987755982988,0.34490351971813826,0.28,0.05860211912382145,0.16988863484234706,0.08563590049743652
0.5700000000000003,0.3728494901182582,0.5235987755982988,0.15074928548004063,0.28,0.05860211912382145,0.34490351971813826,0.08315539360046387
0.5800000000000003,0.5042671386165594,0.5235987755982988,0.019331636981739453,0.28,0.05860211912382145,0.15074928548004063,0.07975172996520996
0.5900000000000003,0.46200451715745755,0.5235987755982988,0.061594258440841265,0.28,0.05860211912382145,0.019331636981739453,0.09325981140136719
0.6000000000000003,0.008686227190670415,0.5235987755982988,0.5149125484076285,0.28,0.05860211912382145,0.061594258440841265,0.08774876594543457
0.6100000000000003,-0.0123520731442599,0.5235987755982988,0.5359508487425587,0.31500000000000006,0.09360211912382145,0.5149125484076285,0.06013345718383789
0.6200000000000003,0.3688682847399576,0.5235987755982988,0.15473049085834123,0.31500000000000006,0.09360211912382145,0.5359508487425587,0.08609914779663086
0.6300000000000003,0.6957164828256147,0.5235987755982988,-0.1721177072273159,0.31500000000000006,0.09360211912382145,0.15473049085834123,0.07623863220214844
0.6400000000000003,0.6417630077426637,0.5235987755982988,-0.11816423214436489,0.31500000000000006,0.09360211912382145,0.1721177072273159,0.0888209342956543
0.6500000000000004,0.11415400052001579,0.5235987755982988,0.40944477507828303,0.31500000000000006,0.09360211912382145,0.11816423214436489,0.0814657211303711
0.6600000000000004,-0.1160048861928149,0.5235987755982988,0.6396036617911137,0.31500000000000006,0.09360211912382145,0.40944477507828303,0.07767438888549805
0.6700000000000004,0.2288059507622423,0.5235987755982988,0.2947928248360565,0.31500000000000006,0.09360211912382145,0.6396036617911137,0.08434057235717773
0.6800000000000004,0.20770554184365042,0.5235987755982988,0.3158932337546484,0.31500000000000006,0.09360211912382145,0.2947928248360565,0.09309148788452148
